,Ticker,Predicted Return,Return,Previous Close,Predicted Close,Close,Recommended Action
85,COP,-0.2971305,2.6779872285298545,91.86000061035156,93.01280975341795,94.31999969482422,No Action
86,GE,-0.30310374,2.5955740230265034,276.239990234375,273.6081848144531,283.4100036621094,No Action
87,DE,-0.41535348,-0.8936080625438381,475.6000061035156,468.5357971191406,471.3500061035156,No Action
88,UBER,-0.4207751,-1.2991072848770546,95.4499969482422,92.84249877929688,94.20999908447266,No Action
89,INTU,-0.42264768,-2.180686038452817,670.8900146484375,664.8679809570312,656.260009765625,No Action
90,NFLX,-0.42842364,-1.2301633930338451,1263.25,1242.5137939453125,1247.7099609375,No Action
91,SYK,-0.435855,-2.4926184696766773,392.760009765625,391.2174072265625,382.9700012207031,No Action
92,CRWD,-0.45893285,0.3211223631562232,423.510009765625,419.7684631347656,424.8699951171875,No Action
93,MU,-0.52676255,3.51966453230923,135.24000549316406,131.39419555664062,140.0,No Action
94,AVGO,-0.6065071,9.772178270799948,336.6700134277344,343.5535888671875,369.5700073242187,No Action
95,DASH,-0.61487216,0.35083378192297676,256.5299987792969,251.72265625,257.42999267578125,No Action
96,BLK,-0.7241912,-0.25143389857567033,1105.6700439453125,1096.4764404296875,1102.8900146484375,No Action
97,APP,-0.9595209,1.603456380862367,558.1699829101562,544.8216552734375,567.1199951171875,No Action
98,CVX,-0.96877205,1.8986032074495673,154.85000610351562,155.1027069091797,157.7899932861328,No Action
99,BX,-1.1696831,2.9219827984621194,173.1699981689453,172.30076599121094,178.22999572753906,No Action
