,SPY_1d_lagged_return,SPY_3d_lagged_return,SPY_5d_lagged_return,target_daily_return,previous_close,previous_volume,1d_lagged_return,3d_lagged_return,5y_lagged_return,rolling_avg_return_3d,rolling_avg_return_5d,max_return_last_5d,min_return_last_5d,volatility_5d,max_drawdown_5d,volume_spike_ratio,obv_lagged,relative_3d_return,price_vs_sma10_ratio,sma5_vs_sma10_ratio
0,0.020601858953848806,0.05083063993430925,0.07489271901026262,-0.055557846339241324,0.1095815971493721,967752000.0,0.01918962612787789,0.16395734924213512,0.11856805758774858,-0.01072815059443096,0.021205286190583882,0.09983741721288197,-0.055557846339241324,0.049497463049430986,0.14444144949868062,1.2474052992219764,1740888000.0,0.11312670930782587,1.0982617605007456,1.0241258977546324
1,0.03711650135034317,0.0897274519211968,0.09755875865810548,0.037499923828436366,0.1100400611758232,683556000.0,0.004183768428070556,0.06272714399321044,0.1446772947989139,-0.004624718027578134,0.00873778751369476,0.03837346552333032,-0.055557846339241324,0.045499547570526745,0.059024693542231776,0.8376148057088912,2424444000.0,-0.027000307927986356,1.0871205957492123,1.0369937497875068
2,0.0045741831769541275,0.06332472449526705,0.09481889621941364,0.041111459603688116,0.1039264723658561,1163904000.0,-0.055557846339241324,-0.03340720275354159,0.10388956209643108,0.0076845123642943864,0.009285386329766322,0.041111459603688116,-0.055557846339241324,0.05626751256037681,0.05555784633924129,1.4165888939033455,1260540000.0,-0.09673192724880864,1.0179615197916576,1.0473056443187705
3,0.017589206871698737,0.060185961404500166,0.11396718187369714,-0.0013641903808186973,0.1078237071633338,810024000.0,0.037499923828436366,-0.01604183578052898,0.04132239789799241,0.025749064350435263,0.005174623028027003,0.041111459603688116,-0.055557846339241324,0.03863108349916733,0.07420527978977964,0.9212058021963625,2070564000.0,-0.07622779718502914,1.0451050909628352,1.0446624477750872
4,0.03088558132218533,0.05381644174891087,0.11544681951463232,0.026584815972183762,0.1122564971446991,1003800000.0,0.041111459603688116,0.020142082303411746,0.04406816775426625,0.022110695065017727,0.009654832536849645,0.041111459603688116,-0.055557846339241324,0.03917181499644023,0.07420527978977964,1.1139268150748323,3074364000.0,-0.033674359445499125,1.076351492534238,1.0424967545636583
5,0.01591619940510114,0.065714421394381,0.11032571965073767,-0.046478111853613946,0.1121033579111099,794628000.0,-0.0013641903808186973,0.07867952562142588,0.023012630107045684,-0.007085828754082961,0.01147077943397512,0.041111459603688116,-0.046478111853613946,0.038950455722567806,0.09694806380314734,0.8595148379526572,2279736000.0,0.012965104227044888,1.0605075508026989,1.033325515343137
6,-0.012734597736103748,0.033956502124159016,0.056955671641211625,0.00905016700109007,0.1150836050510406,503904000.0,0.026584815972183762,0.06733118419597028,0.045833706573088495,-0.0036143762934467047,0.005780828068505861,0.041111459603688116,-0.046478111853613946,0.04007993633613925,0.06308368498264344,0.540400023679178,2783640000.0,0.03337468207181127,1.0695260258400228,1.0245003058546445
7,0.004582180279436132,0.007574745478335698,0.056964085736423975,-0.03036824802859961,0.1097347363829612,625920000.0,-0.046478111853613946,-0.022464274459654043,0.055888205236660715,-0.022598730960374496,-0.008515113457951685,0.026584815972183762,-0.046478111853613946,0.03642571492406402,0.0464781118536139,0.6877319743946416,2157720000.0,-0.03003901993798974,1.0052527655965833,1.0205113212935675
8,0.02061195990896625,0.012231950174234507,0.06010380201767673,-0.017791139807522227,0.1107278540730476,578664000.0,0.00905016700109007,-0.012269961076036395,0.02693421498960835,-0.01303640694501059,-0.01180050334329239,0.026584815972183762,-0.046478111853613946,0.03344322093060199,0.0670674325046972,0.6507578139654769,2736384000.0,-0.024501911250270902,1.0077196225474705,1.0191262508582979
9,-0.008194099579624026,0.01688727111747501,0.019916492139396613,0.014495819292192458,0.1073652431368827,476316000.0,-0.03036824802859961,-0.06706743250469716,-0.043572123950309516,-0.011221189514643126,-0.01421830267929065,0.014495819292192458,-0.046478111853613946,0.029624434856264596,0.08366536624399686,0.5828993858652075,2260068000.0,-0.08395470362217217,0.977253122995501,1.0103641129944085
