Date,SPY_1d_lagged_return,SPY_3d_lagged_return,SPY_5d_lagged_return,target_daily_return,target_daily_result,previous_close,previous_volume,1d_lagged_return,3d_lagged_return,5y_lagged_return,volatility_5d,volume_spike_ratio,relative_3d_return,price_vs_sma10_ratio,sma5_vs_sma10_ratio
1993-02-08,-0.0006942783771349825,0.014094401858701477,0.02347071115198851,0.0,0,11.448652267456056,4241967.0,-0.0026311740370000836,0.016086021432567765,0.03835630704143789,0.01288163827563785,0.971074638883674,0.001991619573866288,1.026822168371837,1.0176104012328524
1993-02-09,0.0,0.0034866077235180537,0.016242391649035737,-0.021108338327176623,0,11.448652267456056,2976584.0,0.0,-0.005249280108079568,0.03835630704143789,0.01288163827563785,0.6750857259833493,-0.008735887831597622,1.0179963915379349,1.0163846463004615
1993-02-10,-0.006949217006798292,-0.007638670692827532,0.007047239794806037,0.008086198549770218,1,11.206990242004396,3700355.0,-0.021108338327176623,-0.02368397265240607,-0.005361866077345678,0.015120788090165038,0.8377742428605842,-0.01604530195957854,0.9959731393456515,1.0147651218311278
1993-02-11,0.001399785435701295,-0.005559158983852619,-0.0020919338669840304,0.005347698310162352,1,11.297612190246582,3475925.0,0.008086198549770218,-0.013192825992175639,-0.01837285326120508,0.010699799973447508,0.9294874434661025,-0.00763366700832302,1.0013386339296875,1.008299871852309
1993-02-12,0.0048912830673026875,-0.0006950673367561722,-0.001388863143668595,0.0,0,11.358028411865234,3769995.0,0.005347698310162352,-0.007915678935277781,-0.010526025443378217,0.011458930641274382,1.0244269356273716,-0.007220611598521609,1.0045418451827937,1.0040075293092474
1993-02-16,-0.007649831443221844,-0.0014000941835230485,-0.008339581632010096,-0.04521284902898093,0,11.358028411865234,2790471.0,0.0,0.01347713941025308,-0.007915678935277781,0.011486590233513562,0.7653617558812649,0.014877233593776129,1.0015983263361161,0.9994672581942199
1993-02-17,-0.025227367624668262,-0.027952798632802422,-0.03335656356501171,0.002785701735301238,1,10.844499588012695,5705018.0,-0.04521284902898093,-0.04010693539516841,-0.052770637567596146,0.022496305525843755,1.5741689214507362,-0.012154136762365986,0.9578441357617693,0.9903948666959739
1993-02-18,-0.0007191317512963424,-0.033379841453078374,-0.027292149615798178,0.008333363296316287,1,10.874709129333496,4561581.0,0.002785701735301238,-0.04255309680567765,-0.029649451413412797,0.022236370103591332,1.1495308880886346,-0.009173255352599274,0.9638555326918099,0.9879518047847675
1993-02-19,-0.0007188557473384316,-0.026628574573380748,-0.029350087854713824,-0.008264492279690061,0,10.96533203125,5375063.0,0.008333363296316287,-0.034574343924426376,-0.029411538774843482,0.022275194634689847,1.309870429379511,-0.007945769351045628,0.976594161598054,0.9868173619182224
1993-02-22,0.0035994848848712735,0.0021568401847238405,-0.030597868399151684,0.013888763434122708,1,10.874709129333496,5722048.0,-0.008264492279690061,0.002785701735301238,-0.04255309680567765,0.021394297804043182,1.399916749445041,0.0006288615505773976,0.9737625762747134,0.9835001516540539
1993-02-23,0.003586654187081928,0.006475018354270334,-0.019621225811827347,-0.05205481513721777,0,11.025745391845703,3699138.0,0.013888763434122708,0.013888763434122708,-0.029255343266478384,0.023561110677190335,0.8741079392529224,0.007413745079852374,0.9910398715924886,0.9812652982725765
1993-02-24,-0.0007146252987132451,0.00647927925810321,0.005032494938363996,0.028901477246836782,1,10.451802253723145,5261024.0,-0.05205481513721777,-0.04683212291824379,-0.03621166021562039,0.02645150435316843,1.2593358827607448,-0.053311402176347,0.9479451602649636,0.9830137483376374
1993-02-25,0.01287600479261286,0.015782417822227002,0.018705881904832022,0.00842717728536635,1,10.75387477874756,3532793.0,0.028901477246836782,-0.011111501847897332,-0.011111501847897332,0.031059344406586944,0.8018028707631836,-0.026893919670124333,0.9793669949512932,0.9848693218637078
1993-02-26,0.0021181359313267034,0.0142960538712682,0.021598021045646787,-0.01114201547371707,0,10.844499588012695,2428282.0,0.00842717728536635,-0.016438417303473285,-0.011019496983123322,0.03106705323600207,0.5532269158930287,-0.030734471174741484,0.9917126415082853,0.9867402822289589
1993-03-01,0.0014089504811349851,0.016451528761752154,0.019368201635021842,-0.01408464858145475,0,10.72367000579834,2162798.0,-0.01114201547371707,0.026011566759058358,-0.013889026523729475,0.031242428987284264,0.5047910262879249,0.009560037997306203,0.9863850914237448,0.9897192931648803
1993-03-02,-0.002814557237778348,0.000705577937112345,0.012866330220907773,0.008571552019549955,1,10.572630882263184,2267106.0,-0.01408464858145475,-0.01685382247918321,-0.041096043258683324,0.03008027874635014,0.5497585055570784,-0.017559400416295556,0.9795688514302252,0.9885249619100978
1993-03-03,0.014820000154124546,0.013389537963582221,0.028612081606967488,0.011331308452297018,1,10.663254737854004,3322960.0,0.008571552019549955,-0.016713067180991525,0.02023119831372,0.017441523519179443,0.8161542823772092,-0.030102605144573746,0.9896271166092868,0.9941126069521355
1993-03-04,0.004172230894022189,0.016185877520497716,0.0197730855745768,0.005602351128601413,1,10.784083366394045,2718094.0,0.011331308452297018,0.005633645996476977,0.0028090886557639028,0.012180753477071097,0.7090779949167806,-0.010552231524020739,1.001683375147905,0.9955106187013779
1993-03-05,-0.005539682714277294,0.013408827330095185,0.011980354289716333,0.013927717209018198,1,10.844499588012695,2243082.0,0.005602351128601413,0.025714385452120903,0.0,0.011787310021435914,0.6147231191516769,0.012305558122025717,1.0084269715981027,0.9966291918507392
1993-03-08,-0.002785616522164025,-0.00417230759790288,0.00774150721325384,0.005494352044093764,1,10.995538711547852,5311505.0,0.013927717209018198,0.031161590139477502,0.02535220736953958,0.011147959046917927,1.5923054381608837,0.03533389773738038,1.0213245063711636,1.0005611693554017
1993-03-09,0.022346181530807696,0.013850619911600859,0.033168594013697206,-0.005464329096353637,0,11.055952072143556,6846021.0,0.005494352044093764,0.025210182127924252,0.045714372823816296,0.0036651565960073088,2.0779027827361105,0.011359562216323393,1.0266479701648976,1.0092566883029834
1993-03-10,-0.0034156892970397257,0.016016027626040374,0.01460319164848145,-0.0109889642867117,0,10.995538711547852,3194932.0,-0.005464329096353637,0.013927717209018198,0.031161590139477502,0.00746587699756412,0.8851780499431133,-0.0020883104170221767,1.0159086049879067,1.0103265811295592
1993-03-11,0.002056316770760125,0.02094925152635163,0.012465298210814657,-0.0027779631585099773,0,10.874709129333496,14070654.0,-0.0109889642867117,-0.0109889642867117,0.008403659343163561,0.009892913299042723,4.135074223483409,-0.03193821581306333,1.003624352906185,1.0108726538524127
1993-03-12,-0.00273532460176118,-0.004097983329905297,0.015320430007755625,0.0,0,10.844499588012695,7216422.0,-0.0027779631585099773,-0.019125669390665512,0.0,0.009778742723615046,1.619286822159075,-0.015027686060760215,1.0008363214288283,1.0108726538524127
1993-03-15,-0.010288325176317614,-0.010965913979128716,0.007681497494175904,0.008356489620079843,1,10.844499588012695,3445514.0,0.0,-0.013736400507283086,-0.013736400507283086,0.006139639713122967,0.6981285691690737,-0.00277048652815437,0.9997214986170143,1.0069618839937207
1993-03-16,0.004850914375422066,-0.00820763358962917,-0.009562814975208833,0.0,0,10.935121536254885,3282818.0,0.008356489620079843,0.005555312441270832,-0.010929003228325795,0.007150386624671192,0.6483132946746296,0.013762946030900003,1.0047182028603354,1.0013877551742856
1993-03-17,0.0,-0.005487318585392309,-0.006168194313467601,-0.013812207697928125,0,10.935121536254885,2111708.0,0.0,0.008356489620079843,-0.005494698975459511,0.006936331283237468,0.40883371761659887,0.013843808205472152,1.0022147603432474,0.9977851522515535
1993-03-18,-0.006207237760939788,-0.0013864341644039824,-0.014363924617423529,0.014005656737735572,1,10.784083366394045,2226660.0,-0.013812207697928125,-0.005571139648106405,-0.008333626385923054,0.007980701382568268,0.44144070022749465,-0.004184705483702422,0.9883719619154572,0.9961239639970992
1993-03-19,0.006246008219011889,0.0,-0.005487318585392309,-0.011049504522206322,0,10.935121536254885,1814293.0,0.014005656737735572,0.0,0.008356489620079843,0.010513635559345912,0.363226795738304,0.0,1.001383052471194,0.9969570505118333
1993-03-22,-0.001513622756950772,-0.001513622756950772,0.003329949164080581,-0.008380006753319291,0,10.81429386138916,4900355.0,-0.011049504522206322,-0.011049504522206322,-0.0027853499719732167,0.012016742541167122,0.9895603493880426,-0.00953588176525555,0.9919646778415836,0.998060362257172
1993-03-23,-0.005550567170037324,-0.0008538507559200381,-0.007055788462205559,-0.008450824721557004,0,10.72367000579834,1952661.0,-0.008380006753319291,-0.005602085828079639,-0.019336916353008715,0.011238842772397516,0.3976146958655167,-0.004748235072159601,0.9866592752368329,0.9972206501677315
1993-03-24,0.0020927453053809497,-0.004977809125004673,-0.004977809125004673,-0.008522401383301736,0,10.63304615020752,1447542.0,-0.008450824721557004,-0.02762432818381111,-0.02762432818381111,0.011150731614063096,0.32737955569358496,-0.022646519058806436,0.9815950137077047,0.9949804694888736
1993-03-25,0.0,-0.003469437788043761,0.0012371076572998962,0.005730317400929552,1,10.54242706298828,2843386.0,-0.008522401383301736,-0.02513957932764721,-0.02240860861284033,0.010394666944847092,0.6695262363909245,-0.02167014153960345,0.9762240133140112,0.9935664887853866
1993-03-26,0.006266882947800312,0.008372743243049596,0.0012578784756727135,0.005698117681047554,1,10.602838516235352,2148201.0,0.005730317400929552,-0.011267736651505933,-0.03038676972339671,0.006727571910071949,0.687614453647807,-0.01964047989455553,0.9840200980847799,0.9896271958073324
1993-03-29,-0.005536038801198462,0.0006961504394402684,-0.00277570259924409,-0.011331219016722183,0,10.663254737854004,2048454.0,0.005698117681047554,0.0028410097369788723,-0.01396661913122399,0.007758823380499751,0.7826551023419508,0.002144859297538604,0.991294600489782,0.9884864076713697
1993-03-30,0.004175601232488724,0.004874658518561947,0.00697760524267288,0.011461087104877254,1,10.54242706298828,2066396.0,-0.011331219016722183,0.0,-0.016901204784561807,0.008378386298516324,0.8340286949371083,-0.004874658518561947,0.9836529767242452,0.9887260806909233
1993-03-31,0.0027713979377628206,0.0013840097002997265,0.007659566074890378,0.008498347185860622,1,10.663254737854004,1432945.0,0.011461087104877254,0.005698117681047554,0.0028410097369788723,0.009947940868080112,0.6082198313931239,0.004314107980747828,0.997456890304848,0.9918056444588913
1993-04-01,-0.0006904794185011998,0.006263287254045347,0.006963797883659861,0.0,0,10.75387477874756,2814800.0,0.008498347185860622,0.008498347185860622,0.020056834588082495,0.00889980596479415,1.2301967410100647,0.0022350599318152753,1.0062179579787685,0.996042929448637
1993-04-02,-0.003458198991223238,-0.0013863836779359762,-0.002768019400599231,-0.014044822505344334,0,10.75387477874756,2982666.0,0.0,0.020056834588082495,0.014244889449267495,0.008991589526346122,1.2708942886568868,0.02144321826601847,1.0079272904345904,1.0005662088540264
1993-04-05,-0.0208180742319507,-0.02487804704106311,-0.018092591285364445,-0.0328213593200577,0,10.602838516235352,3215915.0,-0.014044822505344334,-0.0056658330972979565,-0.0056658330972979565,0.011438575734645897,1.3052977249309443,0.019212213943765155,0.9957446020361197,1.00141840030884
1993-04-06,0.004960791772243622,-0.019363560801591517,-0.017324812813858226,0.002949973486414903,1,10.254838943481444,3729245.0,-0.0328213593200577,-0.04640521165936773,-0.0272791187255621,0.01825707038903831,1.6247333786840445,-0.02704165085777621,0.9673219655932597,1.0004215366197693
1993-04-07,-0.002820645486754314,-0.01873618300591051,-0.022804787941032245,-0.023529539396509813,0,10.285090446472168,4594121.0,0.002949973486414903,-0.04359213231697956,-0.03546424620612054,0.016617294737355466,1.8577454907185937,-0.024855949311069048,0.9733703441600557,0.9965581259698043
1993-04-08,0.003535915908818854,0.0056695874599026475,-0.018671921003346914,-0.018072365809699953,0,10.043087005615234,4144045.0,-0.023529539396509813,-0.05279260923978146,-0.06609596891875913,0.015223784492410398,1.4865927044605083,-0.05846219669968411,0.9549803415392254,0.9877724004901142
1993-04-12,-0.001409908989539188,-0.000705606537103165,-0.0166549012551076,0.027607529567131417,1,9.861584663391112,3971921.0,-0.018072365809699953,-0.03834816736349689,-0.08297382419961263,0.013236135120374587,1.3613290811860443,-0.03764256082639372,0.9443779969414948,0.9776943641517667
1993-04-13,0.01411427043626734,0.016265228708379542,0.018425964734341438,0.011940222659301059,1,10.133838653564451,4629701.0,0.027607529567131417,-0.014705927351333803,-0.04423342503545202,0.02420500095146748,1.493427462543517,-0.030971156059713345,0.9753950604259629,0.9736480310409532
1993-04-14,0.0020877624180148935,0.014798706170216391,0.0155144405079779,-0.0206489774274623,0,10.254838943481444,2964724.0,0.011940222659301059,0.021084347646078916,0.0,0.021175080169977063,0.882837719469992,0.0062856414758625245,0.9897812812692892,0.9763506406911616
1993-04-15,-0.001388967243884598,0.014819987831817594,0.01697244294576894,0.003012076794664198,1,10.043087005615234,2887177.0,-0.0206489774274623,0.01840498747609076,-0.023529539396509813,0.02295804912698114,0.8373463022116275,0.003584999644273168,0.9751805098948002,0.9775303462420768
1993-04-16,0.0,0.0006958953405187263,0.013389184008209432,-0.006005589501129505,0,10.07333755493164,2363811.0,0.003012076794664198,-0.005970205437554554,0.003012076794664198,0.020395226725311834,0.6578144038643843,-0.006666100778073281,0.9846242199086127,0.984624201265123
1993-04-19,0.0,-0.001388967243884598,0.014819987831817594,0.012084225264245463,1,10.01284122467041,3859098.0,-0.006005589501129505,-0.023598392928916856,0.015337956975698175,0.01820486963823416,1.087580685080085,-0.022209425685032258,0.985851766921843,0.9947866470098978
1993-04-20,-0.004172010381776947,-0.004172010381776947,-0.0034790183238434524,-0.008955308156331832,0,10.133838653564451,3222301.0,0.012084225264245463,0.00903623038399215,0.0,0.013784848745207884,0.8862272955722093,0.013208240765769097,1.0023937893072794,0.99940159748144
1993-04-21,-0.0048887337567031786,-0.009040348290493383,-0.010416758786729208,-0.021084252687794236,0,10.043087005615234,3388343.0,-0.008955308156331832,-0.003003031433369996,-0.0206489774274623,0.012385320841888833,0.9317300728941732,0.006037316857123387,0.9955021781259898,0.9973013900630318
1993-04-22,-0.0007016014416919569,-0.009735607010791347,-0.009735607010791347,-0.009230856086239414,0,9.83133602142334,2628079.0,-0.021084252687794236,-0.01812724272505828,-0.021084252687794236,0.012531366832700938,0.7295104360437051,-0.008391635714266932,0.9789156822428979,0.9975904241868915
1993-04-23,-0.012640159578179211,-0.018156445459941883,-0.022252706962763824,0.006211434926451709,1,9.74058437347412,3312012.0,-0.009230856086239414,-0.038806053020393194,-0.03303306174770393,0.011955215365529067,0.9724280077042327,-0.02064960756045131,0.9728096017790271,0.9939577612472391
