,Date,SPY_1d_lagged_return,SPY_3d_lagged_return,SPY_5d_lagged_return,target_daily_return,target_daily_result,previous_close,previous_volume,1d_lagged_return,3d_lagged_return,5y_lagged_return,volatility_5d,volume_spike_ratio,relative_3d_return,price_vs_sma10_ratio,sma5_vs_sma10_ratio
7826,1993-02-08,-0.0006946590687012533,0.014094307317915167,0.023470923919826525,0.0,0,3.4657466411590576,1495100.0,-0.00879155362792483,-0.010965021798865271,-0.0044150145149004505,0.007723016451895693,0.6097259589511815,-0.025059329116780438,0.9853612752397574,0.9936639385454953
7827,1993-02-09,0.0,0.0034869882658876694,0.01624300556828273,-0.015520835805576283,0,3.4657466411590576,1806800.0,0.0,-0.006608443858466817,-0.01528428829058781,0.004282911826114669,0.7688850583649208,-0.010095432124354486,0.9866547574465194,0.9919054425984055
7828,1993-02-10,-0.006949285579878173,-0.0076391172643304195,0.007047076371434313,0.0022521486952002956,1,3.4119553565979004,2858879.0,-0.015520835805576283,-0.02417593717316613,-0.026315671301496812,0.007104043362308972,1.1737364391574392,-0.01653681990883571,0.9751811690664928,0.9905556351088711
7829,1993-02-11,0.0013993222807364702,-0.00555968758928882,-0.0020920858887869542,-0.01123571847690541,0,3.419639587402344,3495108.0,0.0022521486952002956,-0.013303642340483868,-0.01982416982543056,0.007893741691406737,1.3537372218126922,-0.007743954751195048,0.9823398905357691,0.9916114260879741
7830,1993-02-12,0.0048915889133998025,-0.0006952943820627278,-0.0013894704582160244,0.0,0,3.3812174797058105,2116990.0,-0.01123571847690541,-0.024389884837334175,-0.03296701348473263,0.007546143430948202,0.773878674844401,-0.023694590455271447,0.9762593005540194,0.9900154602598176
7831,1993-02-16,-0.0076488311643938545,-0.0013992455340529064,-0.00833880735711856,-0.022727000292063315,0,3.3812174797058105,1201514.0,0.0,-0.009008874290412416,-0.024389884837334175,0.007939091712910726,0.44298505847058117,-0.00760962875635951,0.9790833350782625,0.9879839445525219
7832,1993-02-17,-0.025227628754453613,-0.027951783369118854,-0.03335606777531186,-0.025581146506778785,0,3.304372549057007,2394727.0,-0.022727000292063315,-0.03370736459186263,-0.046562576209576045,0.010518617893392567,1.046607717214652,-0.0057555812227437775,0.9628306358968268,0.9847739222742471
7833,1993-02-18,-0.0007196811831281513,-0.03337965753041239,-0.027292118368865914,0.0,0,3.2198429107666016,1414345.0,-0.025581146506778785,-0.047726764074711214,-0.05630567394728647,0.012705874473694678,0.6075734675270626,-0.014347106544298827,0.9460380061399652,0.9817115757434595
7834,1993-02-19,-0.0007193315967962688,-0.02662983402485486,-0.02935006995648104,0.03579881525360973,1,3.2198429107666016,2566048.0,0.0,-0.047726764074711214,-0.058426238066659475,0.012124959692445652,1.1042904971598404,-0.021096930049856355,0.9535735505966232,0.9776971044119541
7835,1993-02-22,0.0036002734748716847,0.0021565994086438778,-0.030597383849740756,0.0,0,3.3351094722747803,2807558.0,0.03579881525360973,0.00930189400905923,-0.013636510430864668,0.024602693436375528,1.2752389325968727,0.007145294600415353,0.9924535444878402,0.9796480680964629
