Date,SPY_1d_lagged_return,SPY_3d_lagged_return,SPY_5d_lagged_return,target_daily_return,target_daily_result,previous_close,previous_volume,1d_lagged_return,3d_lagged_return,5y_lagged_return,volatility_5d,volume_spike_ratio,relative_3d_return,price_vs_sma10_ratio,sma5_vs_sma10_ratio
1993-02-08,-0.0006948031383468001,0.01409419545308066,0.023470604673373696,0.0,0,0.1072594746947288,1555200.0,-0.0596980190731532,-0.030767222384103676,0.016127964398839234,0.03782600038513534,0.20023071852340146,-0.044861417837184336,0.9677439174644913,1.0015359744803887
1993-02-09,0.0,0.0034869424326584575,0.01624223362930266,-0.015871981643946653,0,0.1072594746947288,934400.0,0.0,-0.0596980190731532,-0.015623795908473403,0.034348210318851255,0.14632190819803567,-0.06318496150581165,0.9722239490222957,1.0030862579014048
1993-02-10,-0.006949269636064792,-0.007639244400059142,0.007046981452509149,0.06451206934569398,1,0.1055570542812347,4070400.0,-0.015871981643946653,-0.07462247485419082,-0.04615086723913453,0.03301879848557514,0.7030731815166925,-0.06698323045413168,0.9642324414654604,1.0015551787076642
1993-02-11,0.001399687748937506,-0.005559308694701004,-0.002091751251426466,-0.04545190828751644,0,0.1123667582869529,14387200.0,0.06451206934569398,0.04761615332127955,-0.014924455781037627,0.04459014690653371,2.62555477692128,0.05317546201598056,1.026437071594648,0.9984449574100319
1993-02-12,0.00489182916715758,-0.0006946747159652933,-0.0013889951921393084,0.015871773254507282,1,0.1072594746947288,2265600.0,-0.04545190828751644,0.0,-0.0596980190731532,0.048489132661735046,0.3795025728987993,0.0006946747159652933,0.9813095728841589,0.987539744794208
1993-02-16,-0.007649487573674896,-0.0013993028809904384,-0.008338848384032649,0.04687241339344639,1,0.1089618727564811,2022400.0,0.015871773254507282,0.03225571704734187,0.015871773254507282,0.040800918147272755,0.39372040867181657,0.03365501992833231,0.9937889984111324,0.9875784181319397
1993-02-17,-0.025227525169020493,-0.027952090651456984,-0.03335600504556435,-0.014924455781037627,0,0.114069178700447,14035200.0,0.04687241339344639,0.015150569789924795,0.0634881349652261,0.044886311399476964,2.7847619047619045,0.04310266044138178,1.0355465777543016,0.995363495739709
1993-02-18,-0.0007185667949232144,-0.033379116234974915,-0.027290986107883608,-0.030301537415333146,0,0.1123667582869529,5612800.0,-0.014924455781037627,0.04761615332127955,0.06451206934569398,0.04473470345656371,0.9617282596775962,0.08099526955625447,1.0185174654925593,1.0061724479772811
1993-02-19,-0.0007201122362183732,-0.026629405493903358,-0.029350052610934374,0.04687241339344639,1,0.1089618727564811,2240000.0,-0.030301537415333146,0.0,-0.030301537415333146,0.03707990141482097,0.38105606967882416,0.026629405493903358,0.9922483114220029,1.0046508258868028
1993-02-22,0.0035999882481685397,0.0021566493009730348,-0.030597873802883924,0.014932032475804213,1,0.114069178700447,23148800.0,0.04687241339344639,0.0,0.0634881349652261,0.03520529775834,4.077330627888625,-0.0021566493009730348,1.0387573844639242,1.017053177516824
1993-02-23,0.003587311539499538,0.006474916868581593,-0.019620928846884933,-0.014712347229182798,0,0.1157724633812904,10150400.0,0.014932032475804213,0.030308831065859243,0.06250434626826107,0.035187824377511424,1.4444444444444444,0.02383391419727765,1.046158062826575,1.0215379247956937
1993-02-24,-0.0007155581896384211,0.0064795037052716165,0.005032023549569775,0.0,0,0.114069178700447,5235200.0,-0.014712347229182798,0.04687241339344639,0.0,0.030727300452383685,0.6637993994968757,0.04039290968817477,1.0244626195449598,1.0152903634172672
1993-02-25,0.012876052124525028,0.015782182338130557,0.01870487576916502,0.014932032475804213,1,0.114069178700447,2464000.0,0.0,0.0,0.015150569789924795,0.029572962620699562,0.29626779530588687,-0.015782182338130557,1.0166902325552238,1.0106222741302486
1993-02-26,0.0021181840758512926,0.014295203094771614,0.021598345684238796,-0.014712347229182798,0,0.1157724633812904,1824000.0,0.014932032475804213,0.0,0.06250434626826107,0.02285830766865379,0.2236346516007533,-0.014295203094771614,1.0287487379077451,1.0196675527215358
1993-03-01,0.0014091637424393788,0.016451841558703384,0.019368231378793066,-0.029849172827412063,0,0.114069178700447,4646400.0,-0.014712347229182798,0.0,0.0,0.014822271253210216,0.673406919580744,-0.016451841558703384,1.0075168727471895,1.0135345826127022
1993-03-02,-0.002814593809395305,0.000705802424570301,0.012865659198056045,0.030767559013895385,1,0.1106643080711364,1606400.0,-0.029849172827412063,-0.029849172827412063,-0.04412236866145414,0.016982383309331786,0.22505155563525508,-0.030554975251982364,0.975975774904006,1.0030028260833481
1993-03-03,0.014820013418331168,0.013389729855892263,0.02861237386642146,0.0,0,0.114069178700447,5280000.0,0.030767559013895385,-0.014712347229182798,0.0,0.023857784472197958,0.7440476190476191,-0.02810207708507506,1.0060041671544973,1.0030028260833481
1993-03-04,0.0041730875171932524,0.016186720405661825,0.019774197600287202,0.0,0,0.114069178700447,1036800.0,0.0,0.0,0.0,0.023857784472197958,0.16666666666666666,-0.016186720405661825,1.0044960103446494,1.0014991687508612
1993-03-05,-0.0055408158990236656,0.013408550300926692,0.011980256049369586,0.0,0,0.114069178700447,992000.0,0.0,0.030767559013895385,-0.014712347229182798,0.022450023913666527,0.17212659633536925,0.017359008712968693,0.9999985107897983,0.9940286851146544
1993-03-08,-0.002785652301232844,-0.004172628566297076,0.007741158617815547,-0.014924455781037627,0,0.114069178700447,851200.0,0.0,0.0,0.0,0.021432726841892694,0.15096481271282633,0.004172628566297076,0.9999985107897981,0.994028685114654
