,Date,SPY_1d_lagged_return,SPY_3d_lagged_return,SPY_5d_lagged_return,target_daily_return,target_daily_result,previous_close,previous_volume,1d_lagged_return,3d_lagged_return,5y_lagged_return,volatility_5d,volume_spike_ratio,relative_3d_return,price_vs_sma10_ratio,sma5_vs_sma10_ratio
7826,1993-02-08,-0.0006946590687012533,0.014094307317915167,0.023470923919826525,0.002299081194568453,1,8.878937721252441,5455674.0,0.043165426515884064,0.099872968551181,0.10969352393187015,0.01768944627552315,2.6519698444844653,0.08577866123326583,1.083976722161714,1.0194367189169702
7827,1993-02-09,0.0,0.0034869882658876694,0.01624300556828273,0.0,0,8.899351119995117,3206715.0,0.002299081194568453,0.08188581752953383,0.10379744619463449,0.01883613492510212,1.2993330551019664,0.07839882926364616,1.076676047806807,1.030497492528618
7828,1993-02-10,-0.006949285579878173,-0.0076391172643304195,0.007047076371434313,0.002293914707008904,1,8.899351119995117,2270008.0,0.0,0.04556374853081069,0.1024016658095912,0.019158161054683848,0.8812822635037881,0.05320286579514111,1.0657540791665925,1.0398434634301401
7829,1993-02-11,0.0013993222807364702,-0.00555968758928882,-0.0020920858887869542,-0.01373017064376425,0,8.91976547241211,2535520.0,0.002293914707008904,0.004598269797742027,0.08436757131766903,0.02073308387371159,0.9576467042369914,0.010157957387030847,1.0560660163035114,1.044465839771084
7830,1993-02-12,0.0048915889133998025,-0.0006952943820627278,-0.0013894704582160244,-0.004640293006778706,0,8.797295570373535,1889680.0,-0.01373017064376425,-0.01146775177712489,0.033573482995499226,0.021393544981328432,0.6892219492870688,-0.010772457395062163,1.031717626094303,1.0412926373712295
7831,1993-02-16,-0.0076488311643938545,-0.0013992455340529064,-0.00833880735711856,-0.01864781174293395,0,8.756473541259766,1053915.0,-0.004640293006778706,-0.01605483105552863,-0.013792661221121993,0.006757107380438943,0.38164360578438755,-0.014655585521475722,1.0179145000102547,1.0293036711349537
7832,1993-02-17,-0.025227628754453613,-0.027951783369118854,-0.03335606777531186,-0.014251537105102963,0,8.593184471130371,2215470.0,-0.01864781174293395,-0.03661318252052914,-0.03440325533137456,0.008970738369300886,0.815029771890109,-0.008661399151410287,0.9928077740272273,1.0159180548254765
7833,1993-02-18,-0.0007196811831281513,-0.03337965753041239,-0.027292118368865914,-0.007229859476129308,0,8.470718383789062,2607280.0,-0.014251537105102963,-0.03712245245962631,-0.048164493166586,0.008462142600113434,0.9147825759896729,-0.0037427949292139218,0.9741789267849073,1.0014086682523806
7834,1993-02-19,-0.0007193315967962688,-0.02662983402485486,-0.02935006995648104,0.018204746554622897,1,8.409476280212402,3820502.0,-0.007229859476129308,-0.039627512081472194,-0.05720881269557787,0.005672866153200889,1.2892497113911168,-0.012997678056617334,0.9650968421280741,0.9875850413286548
7835,1993-02-22,0.0036002734748716847,0.0021565994086438778,-0.030597383849740756,0.005573868430642781,1,8.562568664550781,3499018.0,0.018204746554622897,-0.003562801041039787,-0.026681711890326643,0.014273453836967676,1.1669168015611993,-0.005719400449683665,0.9820909825044483,0.981622519243768
7836,1993-02-23,0.003586099227685269,0.0064747733714913824,-0.019622266112814146,-0.003584739917787405,0,8.610295295715332,1506960.0,0.005573868430642781,0.016477576706290575,-0.016693734624521395,0.015100749042646456,0.5277619616203555,0.010002803334799193,0.9906173351968857,0.9812928881160272
7837,1993-02-24,-0.0007143120877488585,0.0064798290174081785,0.005032012724669688,0.009593623251814343,1,8.579429626464844,1939434.0,-0.003584739917787405,0.0202097420326095,-0.0016006690781209532,0.012553652877264143,0.7882254176253446,0.013729913015201323,0.990712753469874,0.9846004142715663
7838,1993-02-25,0.012875359382365836,0.015781527238328374,0.018705304117808463,-0.00831401961356415,0,8.661737442016602,2074342.0,0.009593623251814343,0.011581662156635364,0.022550514557667656,0.010220937185319093,0.8888340612586788,-0.0041998650816930105,1.002969278219335,0.9917331829556897
7839,1993-02-26,0.0021188347423528597,0.014296432774664192,0.021598640489740806,0.010778087833677397,1,8.589723587036133,1099363.0,-0.00831401961356415,-0.0023891989731683605,0.021433832597620217,0.010538852384934403,0.4750485057095674,-0.016685631747832552,0.9984462909519727,0.9997280787460894
