,Date,SPY_1d_lagged_return,SPY_3d_lagged_return,SPY_5d_lagged_return,target_daily_return,previous_close,previous_volume,1d_lagged_return,3d_lagged_return,5y_lagged_return,volatility_5d,volume_spike_ratio,relative_3d_return,price_vs_sma10_ratio,sma5_vs_sma10_ratio
10441,2021-08-12,0.0024848246184570044,0.002915294054810058,0.010934367973110648,0.05238893411669454,23.86000061035156,169100.0,-0.001255704481511244,0.007601364140879419,-0.00458901569269754,0.010621900256827313,0.1694507630795747,0.0046860700860693605,0.994208126285984,0.9913746577001014
10442,2021-08-13,0.002997007201059887,0.0067401384237268935,0.0075832661427577275,0.005177186682863377,25.11000061035156,144700.0,0.05238893411669454,0.06714831609005367,0.046250025431314956,0.026271480994001464,0.320586671393123,0.06040817766632678,1.0438578544997543,0.998295589133173
10443,2021-08-16,0.001819770391794595,0.007319038475722017,0.007751583735332579,-0.005546727056972345,25.239999771118164,95000.0,0.005177186682863377,0.056509016992887906,0.06587835497626293,0.023425430343052403,0.22445893582837162,0.04918997851716589,1.0427597542108828,1.0049989791488694
10444,2021-08-17,0.0023546311838402723,0.007188217218229376,0.010946989812668617,-0.051792873492102265,25.100000381469727,99000.0,-0.005546727056972345,0.051969813051060854,0.06672331699995548,0.023264525668576487,0.2732994699646643,0.04478159583283148,1.0336023869913606,1.0146598639888573
10445,2021-08-18,-0.006555205505000994,-0.002403911189765129,0.0030721719281590065,0.004201696835099522,23.799999237060547,152900.0,-0.051792873492102265,-0.05217050344279828,-0.0037672731221120026,0.03703389175861296,0.48771929824561405,-0.04976659225303315,0.9827400779201296,1.0166818106798101
10446,2021-08-19,-0.010944932997672074,-0.015114798469594404,-0.010365454068430369,0.02384935999673754,23.899999618530273,213500.0,0.004201696835099522,-0.05309033933198515,0.0016764043233661319,0.037075612066521275,1.1577463261211431,-0.037975540862390744,0.9871545809045119,1.0173061774240888
10447,2021-08-20,0.001548290981634004,-0.01590708545849595,-0.011794869717432266,0.04168371419638772,24.469999313354492,159600.0,0.02384935999673754,-0.025099643766553048,-0.0254879044779166,0.02832951600585039,0.8573730862207897,-0.009192558308057097,1.008739356956491,1.0100585238689412
10448,2021-08-23,0.007957001825605436,-0.0015314900680476473,-0.005741042703964916,0.014123209634527623,25.489999771118164,300500.0,0.04168371419638772,0.07100842807700625,0.009904912926586906,0.03537837663434483,1.7890099422515926,0.0725399181450539,1.0430050261785726,1.004623745882565
10449,2021-08-24,0.008796770745737037,0.018398107562893395,0.0006490659105902186,-0.004642198741297454,25.850000381469727,278200.0,0.014123209634527623,0.08158999138341283,0.02988047763352597,0.03535643800332152,1.518476065716937,0.06319188382051943,1.0477889213002176,1.001256526122752
10450,2021-08-25,0.0015872722192733502,0.018437744611850437,0.008850591324123247,0.010493605229975334,25.729999542236328,158500.0,-0.004642198741297454,0.0514916331932298,0.08109245239682417,0.017958043436042948,0.9158673292499712,0.033053888581379365,1.035204169029014,1.0093743634017682
