,Date,SPY_1d_lagged_return,SPY_3d_lagged_return,SPY_5d_lagged_return,target_daily_return,target_daily_result,previous_close,previous_volume,1d_lagged_return,3d_lagged_return,5y_lagged_return,volatility_5d,volume_spike_ratio,relative_3d_return,price_vs_sma10_ratio,sma5_vs_sma10_ratio
10702,2004-07-09,-0.006950443953927077,-0.012756633941408024,-0.026979776397946242,0.04193141912361531,1,3.9070041179656982,2179200.0,-0.03494805425626257,-0.07302737299690598,-0.020535145774562946,0.03977039072719772,0.30523402395706106,-0.06027073905549796,0.9651111973782359,1.0063155760901805
10703,2004-07-12,0.0026019301056778854,-0.0014301464753135873,-0.010713838671654985,0.02134154840901248,1,4.070830345153809,596800.0,0.04193141912361531,-0.035294144235512026,0.023081607390313508,0.044711790290778826,0.1989386383636897,-0.03386399776019844,1.0078042781915204,1.013089190297911
10704,2004-07-13,0.0004473399580711135,-0.00392121181350269,-0.00974511320039595,-0.0400000756937503,0,4.157708168029785,780800.0,0.02134154840901248,0.026977253221057707,-0.01354553349241483,0.03556429607277462,0.3596698113207547,0.030898465034560396,1.0233382455884168,1.0043988125498822
10705,2004-07-14,0.0007159285678308702,0.0037685464717371886,-0.00026822178836172217,-0.026741304342242422,0,3.99139952659607,1674000.0,-0.0400000756937503,0.021601054435108846,-0.05411766899429726,0.03916689857449133,1.0608633932419074,0.017832507963371658,0.9819247157753713,0.9926721861926857
10706,2004-07-15,-0.0030394857797252373,-0.0018794337019462093,-0.006237825387338081,-0.019808250707661124,0,3.884664297103882,2366000.0,-0.026741304342242422,-0.04573171374521945,-0.040466115394495406,0.03692902152875385,1.5583423347472138,-0.04385228004327324,0.9600637384543212,0.9891417242845179
10707,2004-07-16,-0.006456354177721613,-0.008767071686624939,-0.005743381049221785,0.04302474065348849,1,3.807715892791748,1806000.0,-0.019808250707661124,-0.08417913453600767,-0.025412879581413805,0.0346872281888246,1.169931592039801,-0.07541206284938273,0.9452797479657749,0.9886615329255196
10708,2004-07-19,-0.0008123777945724386,-0.010280895487884134,-0.009129269433260645,0.0006251105334456053,1,3.9715418815612793,3278800.0,0.04302474065348849,-0.004975108330416922,-0.024390223903761776,0.03505581291559703,2.1634818412162162,0.005305787157467212,0.9861324748873671,0.983913686971542
10709,2004-07-20,-0.004245164572483362,-0.01147781684843674,-0.013776855774559893,0.0031230001295277088,1,3.974024534225464,954800.0,0.0006251105334456053,0.02300333575495883,-0.04417905884225726,0.03236862317045507,0.5724495179624922,0.03448115260339557,0.9926836196462259,0.9806547595296399
10710,2004-07-21,0.012699418273816487,0.00758114053443415,-0.001966915951233439,-0.27148191284832923,0,3.986435413360596,2245200.0,0.0031230001295277088,0.04693614901972487,-0.001243702416256709,0.027243010034986307,1.3492139800971108,0.03935500848529072,1.0016215893315075,0.986154429678425
10711,2004-07-22,-0.018452340347478335,-0.01020700374702832,-0.017396352281799254,0.10940167179252169,1,2.9041903018951416,25415200.0,-0.27148191284832923,-0.2687499242099253,-0.25239606828824546,0.1264894509477023,14.38389966721753,-0.25854292046289695,0.7513003878131419,0.9646182841061595
10712,2004-07-23,0.002737834930721217,-0.0032658132499293613,-0.008303401213414219,0.004622499340483532,1,3.221913576126098,9824800.0,0.10940167179252169,-0.18925674756709876,-0.15384612013060417,0.14566508518719765,2.3790705333100868,-0.1859909343171694,0.8485324213090432,0.9511669259845289
10713,2004-07-26,-0.008372616929236187,-0.024005647293760868,-0.015806960374115775,0.01840492062846666,1,3.236806869506836,1674400.0,0.004622499340483532,-0.18804482353868557,-0.18499994056857505,0.1422825850660204,0.3421164470888228,-0.1640391762449247,0.8715995167299297,0.932959063343524
10714,2004-07-27,-0.0019274201139035663,-0.007574220181398639,-0.013516127447568915,-0.010542224009512546,0,3.296380043029785,1286000.0,0.01840492062846666,0.13504271427348224,-0.1705184468187365,0.14347964427314253,0.25709716113554576,0.14261693445488088,0.9087177035731253,0.9177501315308806
