,Date,SPY_1d_lagged_return,SPY_3d_lagged_return,SPY_5d_lagged_return,target_daily_return,previous_close,previous_volume,1d_lagged_return,3d_lagged_return,5y_lagged_return,volatility_5d,volume_spike_ratio,relative_3d_return,price_vs_sma10_ratio,sma5_vs_sma10_ratio
6177,2004-09-03,0.011318947216286901,0.01854710546685312,0.013321014368830486,-0.014776933313309981,2.5163543224334717,303810504.0,0.012568416104227431,-0.00490168902686916,-0.059308874641838205,0.02042211787773218,1.0591372269075483,-0.02344879449372228,0.9678863204489718,0.9769255097136192
6178,2004-09-07,-0.004086258190505343,0.009090144747760709,0.006011643459250093,0.015698674237579313,2.479170322418213,103538639.0,-0.014776933313309981,-0.02305385289090134,-0.05784279908121859,0.02035233032462539,0.4551439312849739,-0.03214399763866205,0.9611907902147571,0.9729163004256866
6179,2004-09-08,0.006600219692020515,0.013834088639275599,0.021080223256524144,0.007088201779364756,2.518090009689331,117506800.0,0.015698674237579313,0.013266847990329511,-0.004215307366987164,0.016289358029654852,0.6121625149557495,-0.0005672406489460879,0.9836732812521086,0.9794510889184108
6180,2004-09-09,-0.00248082151820761,0.0,0.013230466038479882,9.75885108049912e-05,2.5359387397766113,100186120.0,0.007088201779364756,0.007782853618245822,-0.000683592116856313,0.016597297871401257,0.5998504770326669,0.007782853618245822,0.9931173263605245,0.9817588593406953
6181,2004-09-10,-0.0008882254952286006,0.003211154300839514,0.010420667943561668,0.02951820797598237,2.5361862182617188,81620792.0,9.75885108049912e-05,0.02299797449490759,0.02054867197206267,0.012119451130416611,0.5575286503249114,0.019786820194068078,0.996784933201861,0.9893024044282795
6182,2004-09-13,0.005156348002434141,0.0017721439012436946,0.0042635425074475375,0.02060176576128092,2.6110498905181885,174804764.0,0.02951820797598237,0.03691682206400815,0.037632048571419,0.016607555593270665,1.2844318146600473,0.03514467816276445,1.0287942487594388,0.999257718744319
6183,2004-09-14,0.003272571778983213,0.007550067035319241,0.01168406934990407,0.03711641188216186,2.664842128753662,157628624.0,0.02060176576128092,0.05083063993430925,0.07489271901026262,0.011473101739700809,1.1314284039928095,0.04328057289899001,1.048606536819609,1.0125540829916295
6184,2004-09-15,0.0020278189264226754,0.010490739768326485,0.007088575604975222,0.0045743561041247105,2.76375150680542,217608605.0,0.03711641188216186,0.0897273579144644,0.09755866397579549,0.015334014908727068,1.5260231201551484,0.07923661814613792,1.0775625560701125,1.0224327858385769
6185,2004-09-16,-0.007566175496915517,-0.00229930250532262,0.001954436828156103,0.017589119487781968,2.7763938903808594,215279909.0,0.0045743561041247105,0.06332471871299883,0.09481899023532003,0.015850011116665348,1.3986811170853175,0.06562402121832145,1.0725093299011434,1.0315816118727417
6186,2004-09-17,0.0030136557714959267,-0.002556780571133399,0.005867419686464537,0.03088558132218533,2.825228214263916,186207345.0,0.017589119487781968,0.060185961404500166,0.11396718187369714,0.012349304809516636,1.1246995972334788,0.06274274197563356,1.0772210506136624,1.0402457698982726
6187,2004-09-20,0.004251714756569491,-0.0003430597795562873,0.004962146481366725,0.01591619940510114,2.912487030029297,190350817.0,0.03088558132218533,0.05381653265774178,0.11544671766163961,0.012573839160299496,1.1479418866512006,0.054159592437298065,1.0939683501625488,1.047412427186351
6188,2004-09-21,-0.0060094790871240145,0.0012249665527219733,-0.004335535947658453,-0.012734678314423986,2.9588427543640137,213585582.0,0.01591619940510114,0.06571432987778492,0.11032571965073767,0.012889049233408282,1.3826704219189963,0.06448936332506294,1.0917106796559592,1.0505702688940195
6189,2004-09-22,0.004356112958639358,0.002565029715932088,-0.002022027693738937,0.004582262271118465,2.9211628437042236,145262446.0,-0.012734678314423986,0.03395641773501912,0.056955676554566015,0.016335106721849523,0.8778357386302373,0.03139138801908703,1.0620138319768224,1.046620798849345
6190,2004-09-23,-0.012482101074273722,-0.014140680933291905,-0.006965415674450748,0.02061195990896625,2.9345483779907227,152344894.0,0.004582262271118465,0.007574745478335698,0.05696399497124949,0.016334299804195672,0.90544858584113,0.021715426411627603,1.051640104420435,1.0430054612303838
6191,2004-09-24,-0.005378727330322741,-0.013515088953914511,-0.015274302215586566,-0.008194099579624026,2.995035171508789,171524515.0,0.02061195990896625,0.012231950174234507,0.06010380201767673,0.01667997054248106,0.9887884373330588,0.02574703912814902,1.0559528534223468,1.038105895778402
6192,2004-09-27,0.004596353702521538,-0.013279122979495295,-0.01493636420507638,-0.013101773451212884,2.9704935550689697,183336625.0,-0.008194099579624026,0.016887354113470643,0.019916492139396613,0.01455189827471433,1.0048058538911702,0.030166477092965938,1.0341941097163962,1.0291538553318413
6193,2004-09-28,-0.00636964762304526,-0.007171602865982063,-0.015293298119463894,0.07272097499690133,2.931574821472168,141994242.0,-0.013101773451212884,-0.0010132927236288225,-0.009215742489738,0.014415318618111087,0.7746002270406054,0.0061583101423532405,1.0112533794894374,1.0178033788265586
6194,2004-09-29,0.004785540891615536,0.0029743435400713114,-0.014872271594986719,0.033265057311600676,3.144761800765991,340190355.0,0.07272097499690133,0.04999160967507943,0.07654450266053292,0.03463699536721994,1.8717540281734368,0.04701726613500812,1.0707201966410536,1.0198259624393995
6195,2004-09-30,0.00503233238978984,0.003409618300973083,0.002599770250050648,-0.011290822942145673,3.2493724822998047,613229953.0,0.033265057311600676,0.0938830272009663,0.10728196088716091,0.034788107192622084,3.1608541225067937,0.09047340889999322,1.0888038314987447,1.0247614534541511
6196,2004-10-01,-0.0007154915473143175,0.009119422330400528,0.007300412849536864,0.02299380889389413,3.212684392929077,276468402.0,-0.011290822942145673,0.09589029398053794,0.07267000517748334,0.03769513942719827,1.1824860394006762,0.08677087165013742,1.0627132084652855,1.0260266558147477
6197,2004-10-04,0.01691144373599185,0.02129762710700711,0.019648651253224347,0.018705581561625495,3.2865562438964844,303934969.0,0.02299380889389413,0.045089088495019025,0.10640073205618394,0.03547907934551582,1.2516430923875927,0.023791461388011914,1.0738613820815521,1.0341403669686893
6198,2004-10-05,0.0016715619930223191,0.017882466498881477,0.027900420656054692,0.02450759182602691,3.3480331897735596,261693228.0,0.018705581561625495,0.03036300332177544,0.1420596074338829,0.03033275285087277,1.029529534729523,0.012480536822893962,1.0802120133161133,1.0480280904513
6199,2004-10-06,0.0005272405304461714,0.019148327404167276,0.023544158991857467,-0.009322629370310476,3.4300854206085205,300887589.0,0.02450759182602691,0.06766958751314944,0.0907298033743067,0.017015415163635268,1.1617372802124073,0.04852126010898217,1.0888072828680153,1.0492115304756047
