,Date,SPY_1d_lagged_return,SPY_3d_lagged_return,SPY_5d_lagged_return,target_daily_return,target_daily_result,previous_close,previous_volume,1d_lagged_return,3d_lagged_return,5y_lagged_return,volatility_5d,volume_spike_ratio,relative_3d_return,price_vs_sma10_ratio,sma5_vs_sma10_ratio
13479,2015-07-21,0.0005178715369411613,0.00940110955150053,0.013443304610198714,-0.027674887887304433,0,40.470001220703125,52286500.0,0.054180824801355554,0.07891237087767844,0.10032633398246116,0.02357667325492673,4.3839871884092,0.06951126132617791,1.0960945101844266,1.0396511654493272
13480,2015-07-22,-0.003951342725582618,-0.0025907874366701833,0.005078787293154585,-0.02439641986527674,0,39.349998474121094,32954600.0,-0.027674887887304433,0.01863829630075098,0.06552932978465598,0.03166555707076889,1.988968349338421,0.02122908373742116,1.0579378625346985,1.0450329349036955
13481,2015-07-23,-0.0017946357471564367,-0.005223987721254764,0.0036082703919078085,-0.03594688955601655,0,38.38999938964844,25363900.0,-0.02439641986527674,0.0,0.023460440082452738,0.035686564893991524,1.3259916615477108,0.005223987721254764,1.0219891343276442,1.0394526772550887
13482,2015-07-24,-0.00562993187915628,-0.011336509586700738,-0.009986042085929014,-0.00027015190452972515,0,37.0099983215332,19250200.0,-0.03594688955601655,-0.08549549777131948,-0.041936388863296314,0.03642327852695022,0.9112145440637475,-0.07415898818461875,0.9787121226733222,1.0239851906418571
13483,2015-07-27,-0.010371765633663266,-0.01770932850059015,-0.02108400526959986,-0.01648650298247467,0,37.0,14274300.0,-0.00027015190452972515,-0.05972042097197516,-0.03620733033987078,0.036593147256272496,0.6295204208357442,-0.042011092471385014,0.9725069773436799,1.01046101979635
13484,2015-07-28,-0.0058172849824086326,-0.021667843411457333,-0.027282381352963014,0.03325086850143921,1,36.38999938964844,16179900.0,-0.01648650298247467,-0.0520969010627097,-0.10081546103259054,0.013505438003733935,0.6839940596143822,-0.030429057651252367,0.9574551999396906,0.9900281401549519
13485,2015-07-29,0.012282683069876565,-0.004044135925626469,-0.011428614774908086,0.009308571888885897,1,37.599998474121094,18986000.0,0.03325086850143921,0.015941642241162013,-0.044472682791866,0.026834276350975912,0.7746093294198957,0.01998577816678848,0.9875505347955371,0.9790933365982457
13486,2015-07-30,0.0068791602887714465,0.013317091489396304,-0.0028385321431489974,0.013175230301662566,1,37.95000076293945,11788400.0,0.009308571888885897,0.0256756962956608,-0.01146128246169309,0.026152178822706602,0.45438409108341954,0.012358604806264495,0.9955926625831585,0.9756545393792038
13487,2015-07-31,0.0002372747805508002,0.019488179355415358,0.003045144963171653,0.0065019504561614205,1,38.45000076293945,13845100.0,0.013175230301662566,0.056608997192701516,0.03890847086497784,0.01826114098048346,0.5363147751813366,0.03712081783728616,1.009186381835,0.9836745473273425
13488,2015-08-03,-0.0015178216921631904,0.005589441671421502,0.012019126480568687,0.017829421527292277,1,38.70000076293945,12480600.0,0.0065019504561614205,0.029255381209003506,0.045945966565931196,0.01775754725534538,0.49793117150630106,0.023665939537582004,1.0149222682521624,0.9917914629213544
13489,2015-08-04,-0.003373177345637024,-0.0046497636714072366,0.014507083310059787,-0.011170313113145536,0,39.38999938964844,15126600.0,0.017829421527292277,0.03794462708193769,0.08244023221537589,0.010534536700818163,0.6957653644389965,0.042594390753344924,1.0359519194238973,1.0103884612524552
