Date,Close,High,Low,Open,Volume
2022-09-26,146.64993286132812,149.154104412488,146.22951686430852,147.73750317875832,4605800.0
2022-09-27,146.87840270996094,149.36429143368395,145.58975186649138,148.26757294913776,4261500.0
2022-09-28,148.78848266601562,149.55618400641438,145.69938077111266,147.61864806763796,4881500.0
2022-09-29,144.81288146972656,147.50898476180421,142.6925612270476,146.9789151602821,6699000.0
2022-09-30,141.45875549316406,145.13277543078144,141.36735648129812,143.6887575055932,6074700.0
2022-10-03,146.083251953125,146.81440216615528,142.64686408107227,143.8623983468099,6668500.0
2022-10-04,150.9362335205078,151.47546531843372,148.5965641072711,149.01697999192913,7233100.0
2022-10-05,153.35816955566406,154.665088836042,149.400832589595,150.17768227836464,5262600.0
2022-10-06,152.2066192626953,154.59198845442242,151.50289985975851,153.3399028677775,4171000.0
2022-10-07,145.57144165039062,150.85398033376677,144.95910739559423,149.90349487966495,8306400.0
2022-10-10,143.29576110839844,145.87306267838915,140.88297497366722,145.8182288484798,6573600.0
2022-10-11,140.24322509765625,141.97056048448133,138.3696568659441,141.30339230479007,9526900.0
2022-10-12,138.50677490234375,140.5631275071262,138.43365846959856,140.1609940997945,4526100.0
2022-10-13,141.05661010742188,143.29574625160052,133.4069848264843,134.9058364525761,7913800.0
2022-10-14,135.57298278808594,142.65597215404486,135.34449926015176,142.48232244153044,7470600.0
2022-10-17,137.99493408203125,139.37496974567978,136.66058397335107,138.91800263175952,5936100.0
2022-10-18,138.47015380859375,142.55544044971654,136.66970247254957,141.74203963892967,4866600.0
2022-10-19,139.51206970214844,139.85023488673903,136.96219906103042,137.66593239889988,5060100.0
2022-10-20,140.489990234375,143.2866271307462,139.29273846002943,140.64535740133655,6506200.0
2022-10-21,145.9735870361328,146.256904436925,140.69104791498316,142.0345324472492,7706200.0
2022-10-24,147.7374725341797,148.04822079166453,145.0322348428251,146.42141886963265,5467600.0
2022-10-25,148.20358276367188,150.67120247348797,147.31706541693524,147.70091613219284,8611200.0
2022-10-26,144.28280639648438,147.28965811379376,138.30568208963325,139.43896566494445,12964700.0
2022-10-27,143.26834106445312,146.17465949595714,142.05280672772807,146.0467092471193,7050500.0
2022-10-28,148.6482696533203,148.95227436937856,143.24070511599479,143.59998086102334,6776100.0
2022-10-31,147.97576904296875,148.8232908784261,146.7136864132018,147.7638780415642,6298800.0
2022-11-01,150.0669403076172,150.55518645958693,147.91128589438608,149.458944948282,4972300.0
2022-11-02,146.00437927246094,153.26359407372863,145.81091660075606,150.39859506487355,6923900.0
2022-11-03,144.1895751953125,146.114924517407,143.0933194974845,144.06060476361054,4555400.0
2022-11-04,149.83665466308594,149.88271854430013,145.93989208800107,148.8785905947566,6689900.0
2022-11-07,152.63717651367188,153.19912213177642,148.82332046748266,150.90527577786318,4928300.0
2022-11-08,154.8665313720703,156.46024047111115,152.7016554418263,154.24931471587212,5112300.0
2022-11-09,151.9923095703125,154.51644697292633,151.90938896899144,153.28201378648586,4800400.0
2022-11-10,160.9281463623047,161.3887569986125,155.5758530174831,158.54218663984318,9898200.0
2022-11-11,165.35000610351562,166.54758247503156,159.73975804588872,161.25978153213075,6911900.0
2022-11-14,163.46148681640625,166.8515739781517,163.2864525448571,164.89858959396005,5447300.0
2022-11-15,163.58126831054688,168.2334244971392,162.88113114626586,167.70833568064953,6601000.0
2022-11-16,159.7950439453125,162.5218509690329,159.41733985982506,162.5218509690329,7664800.0
2022-11-17,161.54534912109375,161.60982729517102,157.18797680992216,157.23402662424027,5339800.0
2022-11-18,161.37954711914062,162.87193524412055,160.32935535689953,162.51265948484655,5474800.0
2022-11-21,158.8185577392578,160.90973417416342,158.698808520352,160.6794288328613,4702700.0
2022-11-22,163.25885009765625,163.34175664621634,158.7725065848657,161.0663387686958,4673500.0
2022-11-23,164.8801727294922,165.61715252894837,162.5955480022265,163.05615861979655,3939100.0
2022-11-25,163.1206817626953,165.1657803600426,163.08382503454234,165.1289376886128,1586400.0
2022-11-28,159.37130737304688,162.16260718111207,158.80015458465914,161.86782363303965,5358800.0
2022-11-29,159.3528594970703,160.6241494128272,157.8144215843103,159.96086893997332,3134000.0
2022-11-30,166.24359130859375,166.28964112525975,157.50119667251596,159.71212202786566,9780300.0
2022-12-01,163.5167694091797,166.29886147810777,162.32840019955734,165.85666516393712,5479900.0
2022-12-02,163.6641845703125,163.9681892954784,159.81347210826613,161.34270288695944,3822900.0
2022-12-05,163.4154510498047,164.56697771148285,161.52694451330808,162.8166628084208,4875300.0
2022-12-06,160.60572814941406,164.1248004835283,159.5371080007249,164.10637212048957,4417900.0
2022-12-07,160.06222534179688,161.24138766150358,158.68039318057274,158.93833405946336,3242800.0
2022-12-08,162.46658325195312,162.61398202832387,159.23310166437545,160.07140233445196,3902700.0
2022-12-09,160.53199768066406,162.6692375643483,160.4030272778017,162.09808493120357,3966700.0
2022-12-12,163.4983673095703,163.5812879172463,159.288392893848,160.39385574339224,5347000.0
2022-12-13,163.5167694091797,168.6663927454108,162.015174296173,167.78202823051055,6951000.0
2022-12-14,161.96914672851562,165.6448109691905,160.42148752976635,162.83508300176064,5114600.0
2022-12-15,156.6168212890625,160.77153816628947,155.76929941701056,159.8595240588375,6007300.0
2022-12-16,156.19308471679688,156.65369539773303,154.2861497504944,155.68641015642262,10423600.0
2022-12-19,154.4058837890625,156.48783861225746,152.96878098573148,156.26675452357253,4507000.0
2022-12-20,153.00563049316406,154.56249661866087,152.66478313671342,153.53073334072138,3777600.0
2022-12-21,155.43765258789062,155.60347971706324,153.38333320220522,153.84394381242205,3632100.0
2022-12-22,151.72512817382812,153.40175749781758,148.76801600635386,152.9872107709507,7188700.0
2022-12-23,151.43035888671875,151.81727013848865,149.49578857114795,150.18670453289164,2597000.0
2022-12-27,150.8776397705078,151.6238268554472,149.21023128554984,150.76709770065693,3535600.0
2022-12-28,148.49166870117188,152.14891851244468,148.16002845950132,150.72102263700978,2998600.0
2022-12-29,152.01992797851562,152.95956349168202,149.99324412828048,150.3985696529514,4081600.0
2022-12-30,152.20416259765625,152.36076850950886,149.43129194064343,150.79469533426334,3249000.0
2023-01-03,150.35252380371094,154.4427342755049,149.78135707999408,154.04661589206432,4294100.0
2023-01-04,155.843017578125,156.32205662672095,152.2778953720421,152.2778953720421,6285300.0
2023-01-05,153.7794647216797,156.6444635243385,152.77533687920763,154.5717156012268,6876800.0
2023-01-06,161.36111450195312,162.28233573470226,154.23085710005537,156.2575410007594,6725900.0
2023-01-09,162.76138305664062,166.1699133323237,162.42975686165903,163.19435822016314,5733900.0
2023-01-10,164.3459014892578,165.46979278574963,161.97836966603165,162.7153496393134,4267700.0
2023-01-11,164.77883911132812,164.94466624443612,162.99166765219866,164.180050926524,5013900.0
2023-01-12,164.09715270996094,166.8976592436018,163.04696100275547,165.5618911858778,4324900.0
2023-01-13,164.90780639648438,164.99993414165556,162.3376053641643,163.12064902795834,3736700.0
2023-01-17,161.5821990966797,165.65400932782296,161.49008540715477,164.71435973165757,5659400.0
2023-01-18,160.0714111328125,163.35097083207887,159.9148051955811,162.4757993347242,5874300.0
2023-01-19,157.46435546875,160.04377800866592,156.25755777338668,159.72135897662767,5995700.0
2023-01-20,159.37130737304688,159.91482464307543,156.37733772586535,158.85542562137752,7569900.0
2023-01-23,164.13401794433594,164.91706177035056,158.9659652401199,159.9700932095941,7847600.0
2023-01-24,163.09304809570312,164.45646603588153,161.52697435780985,162.82590004579188,5351600.0
2023-01-25,161.2505645751953,164.17084836484062,157.9894474712418,162.71531707450896,6720700.0
2023-01-26,160.38462829589844,161.4624554920767,158.2565953603084,161.4624554920767,6287900.0
2023-01-27,161.434814453125,163.34173510210385,158.33028932931072,158.93829871866882,6074900.0
2023-01-30,160.62762451171875,162.5295748390781,159.77406293218294,159.89466550787276,5048900.0
2023-01-31,164.4130096435547,164.4965070094421,160.48846356410868,160.66474521891197,5852400.0
2023-02-01,168.9499053955078,170.4250823414829,163.9955153689798,164.21818919657662,7835800.0
2023-02-02,171.38072204589844,172.05800222156597,163.05847607471122,170.5920978644278,11667100.0
2023-02-03,169.12615966796875,171.86314059903765,168.47671208447102,168.56949637792593,5732200.0
2023-02-06,167.92935180664062,169.39525613449874,166.48200717219538,167.4747313378631,4385700.0
2023-02-07,170.239501953125,170.96317408640908,166.41701302484336,167.99426095538536,4799900.0
2023-02-08,163.75428771972656,169.4045030881516,163.72645526229755,168.6622711906207,5657600.0
2023-02-09,162.35336303710938,167.46546150227434,161.9636944100039,166.27789592722007,5572000.0
2023-02-10,163.0955352783203,163.42026612184816,160.60907497516152,161.30491464824027,5466400.0
2023-02-13,163.9491424560547,164.9604262435471,163.00279635556325,163.7728607733566,3443200.0
2023-02-14,163.6058349609375,164.8212327653009,160.85030848005297,162.5110539074148,4179200.0
2023-02-15,165.60989379882812,165.8047351970387,162.1492540436022,162.20491896969128,3879700.0
2023-02-16,163.36460876464844,165.4428551141261,162.7522664263789,164.13467307061254,4212400.0
2023-02-17,162.6595001220703,164.30167167213762,161.88014887461125,162.529596450081,4060800.0
2023-02-21,158.42880249023438,162.27912459110067,158.27108049914787,161.0173345055115,7030300.0
2023-02-22,157.53811645507812,159.52357856933654,156.573210775929,158.67001687279415,4577400.0
2023-02-23,159.41226196289062,160.52560278301345,156.32273163114462,160.27509649749442,4856600.0
2023-02-24,156.92579650878906,157.84431017275656,155.6825660878292,157.12063788850247,4118300.0
2023-02-27,158.4102325439453,159.59779783480212,158.07622892108589,159.0132879555744,3310100.0
2023-02-28,159.06898498535156,160.10811544234093,157.1299146907529,157.6773053019156,3674500.0
