Date,ticker,target_daily_return,1d_lagged_return,3d_lagged_return,5d_lagged_return,Close,High,Low,Open,Volume,previous_close,previous_volume,price_vs_sma10_ratio,sma5_vs_sma10_ratio,volatility_5d,volume_spike_ratio
2022-10-25,CRWD,0.0262075036884019,0.0105552316989223,0.0355972739843035,0.0419497433200148,162.11000061035156,164.6699981689453,159.2100067138672,159.22000122070312,2125100.0,157.97000122070312,2054900.0,1.028075700935721,1.012117984472234,0.0226709603122622,0.687119641543503
2022-10-26,CRWD,-0.0020973187132843,0.0262075036884019,0.0534832042266091,0.033337554594327,161.77000427246094,167.35899353027344,156.7899932861328,158.0500030517578,2358900.0,162.11000061035156,2125100.0,1.0506973873151428,1.0147516295562289,0.0203991590050344,0.7429146754577013
2022-10-27,CRWD,0.0182975296835177,-0.0020973187132843,0.0348643596013817,0.0605087937103456,164.72999572753906,168.1300048828125,162.0500030517578,164.75,2285800.0,161.77000427246094,2358900.0,1.042560885115567,1.020906653071306,0.0103415421761833,0.8456869570828837
2022-10-28,CRWD,-0.0065561941301873,0.0182975296835177,0.0427929002633316,0.0705094261791152,163.64999389648438,164.97999572753906,158.86000061035156,162.5500030517578,1872700.0,164.72999572753906,2285800.0,1.0534022779747605,1.0268642269972774,0.0105077348851465,0.8592974647379026
2022-10-31,CRWD,-0.0149709565512842,-0.0065561941301873,0.0094996809594389,0.0468909047391656,161.1999969482422,164.80999755859375,159.60000610351562,161.6199951171875,2190200.0,163.64999389648438,1872700.0,1.034803240054957,1.0246607467628912,0.0136904241635717,0.7651418578806302
2022-11-01,CRWD,-0.0041563162632095,-0.0149709565512842,-0.003523566230849,0.0204468930972936,160.52999877929688,168.47999572753906,159.5399932861328,165.0,2581000.0,161.1999969482422,2190200.0,1.013167384048572,1.0225448476098156,0.0173633609866736,0.9352794479365948
2022-11-02,CRWD,-0.0781161987260293,-0.0041563162632095,-0.0254962487535598,-0.0097464797057917,147.99000549316406,161.1699981689453,147.94000244140625,161.0,4432800.0,160.52999877929688,2581000.0,1.0066470125196034,1.018222852169948,0.0123044717068825,1.1580326456626495
2022-11-03,CRWD,-0.0436516418277015,-0.0781161987260293,-0.0956919583707771,-0.0851826569534357,141.52999877929688,146.13999938964844,139.6699981689453,146.13999938964844,4000300.0,147.99000549316406,4432800.0,0.9306669474018994,1.0038046552207949,0.0362601890186131,1.7955427377085038
2022-11-04,CRWD,-0.0987069973941571,-0.0436516418277015,-0.122022323457369,-0.1408365054935996,127.55999755859376,141.1699981689453,126.41999816894533,140.9600067138672,8248500.0,141.52999877929688,4000300.0,0.8970084833664065,0.982253761437044,0.0313991118802473,1.5041379491865103
2022-11-07,CRWD,-0.0225775894366497,-0.0987069973941571,-0.2053821807226922,-0.2205316082120911,124.68000030517578,129.89999389648438,122.9000015258789,129.8300018310547,5413900.0,127.55999755859376,8248500.0,0.8234777546833251,0.953894025668482,0.0403430535557582,2.5656138997580107
2022-11-08,CRWD,0.0186076330537825,-0.0225775894366497,-0.1575106718207738,-0.2265508519506497,127.0,129.8300018310547,120.5,126.0,4574800.0,124.68000030517578,5413900.0,0.8225630937340697,0.926656776447887,0.0389077999721739,1.524647133700562
