Date,Close,High,Low,Open,Volume,target_daily_return,previous_close,previous_volume,1d_lagged_return,3d_lagged_return,5y_lagged_return,volatility_5d,volume_spike_ratio,price_vs_sma10_ratio,sma5_vs_sma10_ratio
2022-10-25,6.703999996185303,6.7179999351501465,6.309000015258789,6.309000015258789,6506000.0,0.06395808131507463,6.301000118255615,5167000.0,-0.023554927753222876,0.13347726227021495,0.12277265343990185,0.052815342724032745,0.860822337731574,1.0991138995113092,1.0460159089838565
2022-10-26,6.565000057220459,6.817999839782715,6.550000190734863,6.6479997634887695,4006000.0,-0.020733881122305675,6.703999996185303,6506000.0,0.06395808131507463,0.09292471274330638,0.21098270750320003,0.050165570224292036,1.0337814218069723,1.1468062591725063,1.0657566177225164
2022-10-27,6.682000160217285,6.829999923706055,6.658999919891357,6.699999809265137,5358000.0,0.017821797711661036,6.565000057220459,4006000.0,-0.020733881122305675,0.01735626644415733,0.18096780701570792,0.055556627518265046,0.640939489936322,1.0981750212449415,1.0758267759815252
2022-10-28,6.872000217437744,6.885000228881836,6.6620001792907715,6.677999973297119,4890000.0,0.028434608300620168,6.682000160217285,5358000.0,0.017821797711661036,0.06046659812905175,0.08933817270460898,0.04029767178104786,0.8616641471808562,1.0963444518665013,1.0732099634149452
2022-10-31,6.959000110626221,7.019000053405762,6.775000095367432,6.857999801635742,6475000.0,0.01266005390507896,6.872000217437744,4890000.0,0.028434608300620168,0.025059698888430182,0.06493106219041245,0.03651119355888504,0.7717681223465539,1.1009644963117426,1.0613605188215611
2022-11-01,7.185999870300293,7.21999979019165,6.916999816894531,7.019999980926514,9145000.0,0.032619594203979085,6.959000110626221,6475000.0,0.01266005390507896,0.0600152399042897,0.10442786542158777,0.030497571584134322,0.9764005127045163,1.091351066126818,1.0595781497623575
2022-11-02,8.083999633789062,8.595000267028809,7.414999961853027,7.5,38508000.0,0.12496517947352026,7.185999870300293,9145000.0,0.032619594203979085,0.07542647380999457,0.0718973559649847,0.02108176107393382,1.2699272343498307,1.098524775985491,1.047588479279022
2022-11-03,7.96999979019165,8.140999794006348,7.520999908447266,7.869999885559082,11733000.0,-0.014101911029402059,8.083999633789062,38508000.0,0.12496517947352026,0.1763677791039444,0.23137845595263085,0.04634705374947468,3.56876083148754,1.189873362817273,1.0533706200245343
2022-11-04,7.663000106811523,8.291000366210938,7.5370001792907715,8.026000022888184,11962000.0,-0.038519409217292466,7.96999979019165,11733000.0,-0.014101911029402059,0.14527944582464625,0.1927565996844398,0.05252196987790206,1.153426462058728,1.1422265230992463,1.062571646703302
2022-11-07,7.715000152587891,7.86899995803833,7.684999942779541,7.698999881744385,6215000.0,0.006785859983238884,7.663000106811523,11962000.0,-0.038519409217292466,0.06637910452554707,0.11510475325169689,0.06276177550327183,1.1529638554216868,1.0795086496242534,1.0667455407873174
2022-11-08,7.830999851226807,7.989999771118164,7.704999923706055,7.849999904632568,7400000.0,0.015035605488614934,7.715000152587891,6215000.0,0.006785859983238884,-0.04564565783239871,0.10863630262159019,0.06307021657252711,0.5930456688104735,1.065607754478655,1.0667955663760122
2022-11-09,7.64900016784668,8.112000465393066,7.620999813079834,7.861999988555908,5952000.0,-0.023240925403876123,7.830999851226807,7400000.0,0.015035605488614934,-0.0174403943066479,0.08975786147621512,0.06284425294921442,0.7001475986829656,1.0650509141551414,1.0679886180882745
2022-11-10,8.071999549865723,8.111000061035156,7.854000091552734,8.086000442504883,7966000.0,0.055301264575357445,7.64900016784668,5952000.0,-0.023240925403876123,-0.0018269527299626942,-0.05380993142604751,0.02185626648363952,0.5529645664170646,1.0251839757662347,1.0408116775516076
2022-11-11,8.347000122070312,8.614999771118164,8.140999794006348,8.187999725341797,13950000.0,0.03406845732655728,8.071999549865723,7966000.0,0.055301264575357445,0.04627341415645736,0.012797962654854667,0.036424689611538316,0.7225658980824701,1.06209123672164,1.0244602073581932
2022-11-14,8.192999839782715,8.409000396728516,8.0600004196167,8.293999671936035,9173000.0,-0.018449775971657756,8.347000122070312,13950000.0,0.03406845732655728,0.06589200365808567,0.08926008165532862,0.029513123665077055,1.1692622332489564,1.07736591867499,1.0226134589609324
2022-11-15,8.689000129699707,8.968999862670898,8.399999618530273,8.524999618530273,11979000.0,0.06053952149596853,8.192999839782715,9173000.0,-0.018449775971657756,0.07112036344603445,0.06195718441230169,0.03368556465478628,0.7518605947345989,1.0409096601551062,1.0187269723574752
2022-11-16,8.217000007629395,8.772000312805176,8.128999710083008,8.696000099182129,9814000.0,-0.054321569228314104,8.689000129699707,11979000.0,0.06053952149596853,0.07643714249764155,0.10956458878472408,0.04006933862303654,0.9595635944183663,1.0832408962106101,1.0210315072177523
2022-11-17,8.70199966430664,8.803000450134277,8.25,8.25,10298000.0,0.059023932849815,8.217000007629395,9814000.0,-0.054321569228314104,-0.015574471371718857,0.07425805037504873,0.04996273451373181,1.0207605258778498,1.0227018191943593,1.0334801930380397
2022-11-18,8.64900016784668,8.861000061035156,8.425000190734863,8.861000061035156,9333000.0,-0.006090496265743539,8.70199966430664,10298000.0,0.059023932849815,0.06212618509430179,0.07804759038315323,0.050727356947253235,1.0873306655122532,1.0732874155893453,1.0396901742932805
2022-11-21,8.390999794006348,8.64900016784668,8.338000297546387,8.600000381469727,5267000.0,-0.029830080799335468,8.64900016784668,9333000.0,-0.006090496265743539,-0.004603517235119425,0.03618066866656067,0.050363318286741295,1.013575152041703,1.0539335402164969,1.0345583931768403
2022-11-22,8.772000312805176,8.791999816894531,8.303999900817871,8.390999794006348,7020000.0,0.045405854862608175,8.390999794006348,5267000.0,-0.029830080799335468,0.021175585519702667,0.024166966690540637,0.0520928767671841,0.5779528595882896,1.0141406654068383,1.030891953764776
2022-11-23,9.121999740600586,9.173999786376951,8.763999938964844,8.824000358581543,8899000.0,0.0398996141489516,8.772000312805176,7020000.0,0.045405854862608175,0.008044202619963192,0.009552328445912694,0.04843299293803026,0.7735366713681241,1.0482666720519143,1.0212832081658343
2022-11-25,9.38700008392334,9.49899959564209,9.154999732971191,9.187000274658203,6418000.0,0.029050685250875397,9.121999740600586,8899000.0,0.0398996141489516,0.05468835282398521,0.1101374871766958,0.03779526663688874,0.9497433270365746,1.0712356216410177,1.024872584343856
2022-11-28,9.25,9.522000312805176,9.185999870300291,9.300000190734863,9647000.0,-0.014594660988442199,9.38700008392334,6418000.0,0.029050685250875397,0.11869864311383149,0.07871758745594937,0.032380986279707126,0.6964655836615989,1.085591379434441,1.0251303974735975
2022-11-29,9.14900016784668,9.48900032043457,8.984000205993652,9.244000434875488,9169000.0,-0.010918900773331908,9.25,9647000.0,-0.014594660988442199,0.05449152646484179,0.0694877813030439,0.03399400880415251,1.098146799016483,1.0586915748137158,1.0282928184018845
2022-11-30,9.02299976348877,9.14900016784668,8.569999694824219,9.144000053405762,12409000.0,-0.013772040883847314,9.14900016784668,9169000.0,-0.010918900773331908,0.0029599241409665744,0.09033492938252352,0.028509816088509807,1.0437821592823642,1.0357984060246375,1.0343266069573633
2022-12-01,9.050999641418455,9.321999549865724,8.902999877929688,9.175999641418455,8106000.0,0.003103167312825006,9.02299976348877,12409000.0,-0.013772040883847314,-0.038777065854934456,0.028613707447911363,0.026371472795658588,1.4057366835081677,1.0176851180629383,1.0360921231193096
2022-12-02,8.670000076293945,8.949999809265137,8.53499984741211,8.869000434875488,8437000.0,-0.04209474977559502,9.050999641418455,8106000.0,0.003103167312825006,-0.021513552279085912,-0.0077833919317187306,0.01847495076206165,0.9363953515236929,1.0113300827462939,1.024850272566443
2022-12-05,8.331000328063965,8.666999816894531,8.255999565124512,8.649999618530273,8409000.0,-0.03910031663746982,8.670000076293945,8437000.0,-0.04209474977559502,-0.052355457729264865,-0.07638223087452245,0.016416681286990212,0.9960450976919899,0.9691049026080994,1.00918804828958
2022-12-06,8.628000259399414,8.642999649047852,8.102999687194824,8.335000038146973,9917000.0,0.03564997234905509,8.331000328063965,8409000.0,-0.03910031663746982,-0.07669283537221783,-0.09935131588497681,0.019406580073283032,1.0036881870591183,0.9345343971260498,0.9921701483528091
2022-12-07,8.609999656677246,8.715999603271484,8.277000427246094,8.467000007629395,6674000.0,-0.002086300670025798,8.628000259399414,9917000.0,0.03564997234905509,-0.04673510095872124,-0.05694610327785021,0.03216760783121748,1.1214393142676211,0.9652842512908714,0.9778816975460376
2022-12-08,8.560999870300293,8.996999740600586,8.515000343322754,8.631999969482422,10308000.0,-0.005691032326459289,8.609999656677246,6674000.0,-0.002086300670025798,-0.006920463562711587,-0.04577192925159024,0.03236183299316835,0.7576772435715502,0.9650194106677292,0.9703993476607273
2022-12-09,8.402000427246094,8.649999618530273,8.329999923706055,8.538000106811523,6624000.0,-0.018572531884482046,8.560999870300293,10308000.0,-0.005691032326459289,0.02760767413026599,-0.05413764120328379,0.03177974001707279,1.1518090598252397,0.9655989042447736,0.9654861327407084
2022-12-12,8.916000366210938,8.947999954223633,8.428999900817871,8.515000343322754,7253000.0,0.06117590012231355,8.402000427246094,6624000.0,-0.018572531884482046,-0.026193767426827996,-0.03091114725369304,0.027403577487062115,0.7384615384615385,0.9583119941793833,0.9702195711242582
2022-12-13,9.00100040435791,9.300000190734863,8.876999855041504,9.272000312805176,8398000.0,0.009533426946582324,8.916000366210938,7253000.0,0.06117590012231355,0.03554015351166484,0.07021966331898111,0.03317271919482133,0.8307561908688978,1.0208264514210323,0.9873255471059544
2022-12-14,9.003999710083008,9.154999732971191,8.793000221252441,9.050000190734863,10121000.0,0.00033321915235617894,9.00100040435791,8398000.0,0.009533426946582324,0.051395928130318236,0.04323135532502409,0.030909157413407884,0.9704743745305368,1.0323076763557546,0.9975571508959
2022-12-15,8.057999610900879,8.87399959564209,7.88700008392334,8.833000183105469,16608000.0,-0.105064430213471,9.003999710083008,10121000.0,0.00033321915235617894,0.07164951823672183,0.04576075134918334,0.030713027277042056,1.2013484159673342,1.0328767331595239,1.006813967597019
2022-12-16,8.072999954223633,8.236000061035156,7.880000114440918,8.02400016784668,13279000.0,0.0018615467916456296,8.057999610900879,16608000.0,-0.105064430213471,-0.09623157470491295,-0.05875484955261079,0.06054693828040306,1.7906392521752257,0.9350088238195022,1.0067416289353865
2022-12-19,7.828999996185303,8.137999534606934,7.747000217437744,8.067000389099121,11343000.0,-0.03022419911084906,8.072999954223633,13279000.0,0.0018615467916456296,-0.10309970097156962,-0.03915739779726446,0.060557060725592714,1.3606787511143446,0.9432837795393023,1.0060758962016263
2022-12-20,8.331000328063965,8.585000038146973,8.260000228881836,8.331999778747559,33385000.0,0.06412061976283856,7.828999996185303,11343000.0,-0.03022419911084906,-0.13049752906832035,-0.12191569373920752,0.04741588087983106,1.1283760258642128,0.9201711258159346,0.9864601102392674
2022-12-21,8.38700008392334,8.529000282287598,8.269000053405762,8.402000427246094,84309000.0,0.006721852557217245,8.331000328063965,33385000.0,0.06412061976283856,0.033879465170706835,-0.07443617889068854,0.06147276899404694,2.6924907051204503,0.9826030897214285,0.9741109734393913
2022-12-22,8.199999809265137,8.338000297546387,7.947000026702881,8.305999755859375,12991000.0,-0.02229644363741634,8.38700008392334,84309000.0,0.006721852557217245,0.038895098659752714,-0.06852506064263075,0.06190471015583036,4.181413295772413,0.9918166563454954,0.9620869802463322
2022-12-23,8.218999862670898,8.234999656677246,8.012999534606934,8.194999694824219,9660000.0,0.002317079737525596,8.199999809265137,12991000.0,-0.02229644363741634,0.04738789286762102,0.017622264236915486,0.03704477834834516,0.635844374507491,0.9738601372933777,0.9695846803940942
2022-12-27,8.288999557495117,8.39799976348877,8.218999862670898,8.25100040435791,7902000.0,0.008516814210223211,8.218999862670898,9660000.0,0.002317079737525596,-0.013443819587400485,0.018084963368652174,0.037038651211790376,0.46588568920698153,0.9782427396934334,0.9751719874010064
2022-12-28,8.0600004196167,8.4350004196167,8.055999755859375,8.234999656677246,8998000.0,-0.02762687297664912,8.288999557495117,7902000.0,0.008516814210223211,-0.011684812858899996,0.05875585151793983,0.031727269500901385,0.3799111521375411,0.9939921125023037,0.9935364722962218
2022-12-29,8.190999984741211,8.333999633789062,8.109999656677246,8.178999900817871,8643000.0,0.016253046936037352,8.0600004196167,8998000.0,-0.02762687297664912,-0.017073096695716106,-0.032529095879923364,0.017131344627563376,0.4313601411340582,0.9775622176926643,0.9983020028184458
2022-12-30,8.210000038146973,8.279999732971191,7.952000141143799,8.053000450134277,6392000.0,0.002319625618502741,8.190999984741211,8643000.0,0.016253046936037352,-0.0034067256840892846,-0.023369512009166704,0.019352919776819456,0.41729835166426865,1.0033440748881006,1.003442062567762
2023-01-03,8.38599967956543,8.524999618530273,8.194000244140625,8.307999610900879,8152000.0,0.021437227844176787,8.210000038146973,6392000.0,0.002319625618502741,-0.009530645863855991,0.0012195401359078595,0.01665876517914388,0.3246284953936476,1.0038024715671656,1.0018217570938266
2023-01-04,8.225000381469727,8.77400016784668,8.206000328063965,8.461000442504883,14496000.0,-0.019198581474790366,8.38599967956543,8152000.0,0.021437227844176787,0.040446556200580686,0.020318751634613275,0.019219238369837886,0.4250814756876548,1.0214123534277626,1.0020705902408518
2023-01-05,8.024999618530273,8.156000137329102,7.9629998207092285,8.152000427246094,10978000.0,-0.02431620105332022,8.225000381469727,14496000.0,-0.019198581474790366,0.004150945768752745,-0.007720977131374207,0.021515321407436325,0.7436591972420586,0.9969939110060185,0.9957089973422822
2023-01-06,8.439000129699707,8.51200008392334,8.053000450134277,8.145000457763672,10331000.0,0.05158885119613932,8.024999618530273,10978000.0,-0.02431620105332022,-0.022533546742644628,-0.004342530926082833,0.020533529043491677,0.636328331043757,0.9763723566349322,0.9985643367806097
