Date,ticker,target_daily_return,1d_lagged_return,3d_lagged_return,5d_lagged_return,Close,High,Low,Open,Volume,previous_close,previous_volume,price_vs_sma10_ratio,sma5_vs_sma10_ratio,volatility_5d,volume_spike_ratio
2022-10-25,GOOGL,0.0191181913065994,0.0137447535093206,0.0290073761380089,0.0255077184391119,103.76432800292967,104.10199540713288,102.01638166791882,102.19514899283054,40611400.0,101.81775665283205,27176400.0,1.0310253448949462,1.0137678000294963,0.0099709839204076,1.0079594092382556
2022-10-26,GOOGL,-0.0914051720372882,0.0191181913065994,0.045113571186625,0.0368164973426645,94.27973175048828,97.63657609205792,94.04137786716224,95.76945678125942,88114100.0,103.76432800292967,40611400.0,1.0430789299244598,1.0137872482351131,0.0118456351053909,1.431378499328393
2022-10-27,GOOGL,-0.0285472719131879,-0.0914051720372882,-0.0613073144971397,-0.0471746522332473,91.58830261230467,94.77631349543512,91.17118139256064,93.87254327552247,60710900.0,94.27973175048828,88114100.0,0.9502311259910418,1.007046896872808,0.0465744313099907,2.5178334666819064
2022-10-28,GOOGL,0.04413368739578,-0.0285472719131879,-0.1004682717122391,-0.0775232696600272,95.63043212890624,95.88865329835012,91.49892372634272,91.63796414593529,43697300.0,91.58830261230467,60710900.0,0.9294684248673104,0.9983672252509792,0.0466885653031647,1.614237732666412
2022-10-31,GOOGL,-0.0184859003235237,0.04413368739578,-0.0783881708730748,-0.0478591158017684,93.86261749267578,95.37220230141,93.33624915526931,94.76638013798232,31675000.0,95.63043212890624,43697300.0,0.9707534552940684,0.9888800406037545,0.0531578256408227,1.1079914702205724
2022-11-01,GOOGL,-0.0427467460353004,-0.0184859003235237,-0.0044242198197634,-0.0781311572919535,89.85029602050781,95.37220847515944,89.75098252011932,94.79617956491803,47161400.0,93.86261749267578,31675000.0,0.9580819964352708,0.9781134247518468,0.0517065455251476,0.7965771951831663
2022-11-02,GOOGL,-0.0386868891515886,-0.0427467460353004,-0.0189762943763013,-0.1340926332798012,86.374267578125,90.55542869485429,86.2848801267709,90.31707478646692,57038300.0,89.85029602050781,47161400.0,0.9268043193993336,0.959729540176118,0.0488109362009813,1.1209168618587035
2022-11-03,GOOGL,-0.0407037280695555,-0.0386868891515886,-0.0967909936692984,-0.0838511525816081,82.85851287841797,85.92734304048008,82.76912542959708,85.72871605197531,61288000.0,86.374267578125,57038300.0,0.9026559757311176,0.9558168867598196,0.0353765539224554,1.2564423778219855
2022-11-04,GOOGL,0.0377562363777275,-0.0407037280695555,-0.1172362854159322,-0.0953155532408991,85.9869384765625,86.04652505857264,83.13659492864404,84.81502104184743,51124900.0,82.85851287841797,61288000.0,0.8810390987850143,0.9539468960885804,0.0367702882062166,1.2509503879623989
2022-11-07,GOOGL,0.0220604623760478,0.0377562363777275,-0.042997716368831,-0.1008412639958028,87.88385009765625,88.29104527507938,86.25508454223157,86.68213938768645,34078900.0,85.9869384765625,51124900.0,0.9285714285714288,0.9480051477082484,0.0340282603386173,1.005212961049568
