Date,ticker,target_daily_return,1d_lagged_return,3d_lagged_return,5d_lagged_return,Close,High,Low,Open,Volume,previous_close,previous_volume,price_vs_sma10_ratio,sma5_vs_sma10_ratio,volatility_5d,volume_spike_ratio
2022-10-25,MU,-0.0065789904584816,0.0033899203223797,0.0605317799686677,0.0512149393720717,54.966278076171875,56.1075144355802,54.44485225122456,55.7631773347646,17313000.0,55.33029556274414,15293600.0,1.043200819364574,1.0074752546550532,0.0221438880988364,0.7534505726650008
2022-10-26,MU,-0.0075172738301126,-0.0065789904584816,0.040409755550915,0.0631777453024244,54.55308151245117,56.51089060493328,54.07100574799955,55.17289213731941,23511300.0,54.966278076171875,17313000.0,1.0322020020925595,1.0157222353745046,0.0189448920746617,0.9234580096767604
2022-10-27,MU,-0.0584312179706775,-0.0075172738301126,-0.0107045054540478,0.045634693448695,51.365478515625,55.32045363087017,51.27693415658992,54.47436392297789,27335800.0,54.55308151245117,23511300.0,1.0193578123256537,1.0195782527294557,0.0210266744153238,1.2190895444611232
2022-10-28,MU,0.0350509968249894,-0.0584312179706775,-0.0716572540738205,-0.0277467054957071,53.165889739990234,53.55941738337747,50.62762011462067,50.99163796982062,19171100.0,51.365478515625,27335800.0,0.964494123707707,1.0190644920894467,0.0364410044029235,1.4193757421843156
2022-10-31,MU,0.0011101290015533,0.0350509968249894,-0.0327544159654884,-0.0358606017279787,53.224910736083984,54.04148697665087,52.309953534168535,53.037985408324474,15932500.0,53.165889739990234,19171100.0,0.9958721782927672,1.0091773800195063,0.0336217374209692,1.0018426157409344
2022-11-01,MU,0.0140480717882434,0.0011101290015533,-0.0243463932658698,-0.03805121236471,53.972618103027344,54.54323441890587,53.23474965375809,54.19889731044409,11729700.0,53.224910736083984,15932500.0,0.9958765803732004,1.00018410659722,0.0334637944038537,0.8428591984730401
2022-11-02,MU,-0.025701839857207,0.0140480717882434,0.0507566494607709,-0.0180776288284887,52.58542251586914,55.35980742382547,52.55590522757664,53.85455707565568,17302700.0,53.972618103027344,11729700.0,1.0055907001489672,0.9922464046250328,0.034814956013444,0.6481066568831184
2022-11-03,MU,0.0005614092409309,-0.025701839857207,-0.0109180383693359,-0.0360687048656075,52.61494445800781,53.49054783973617,51.070339980645635,51.85739898933442,12769200.0,52.58542251586914,17302700.0,0.9789914813673068,0.9841566537725556,0.0363035095859337,0.9429228335368748
2022-11-04,MU,0.050112189846623,0.0005614092409309,-0.0114601653556676,0.0243250131896022,55.25159454345703,55.98946306233493,53.933269306275456,54.36615081960621,18882700.0,52.61494445800781,12769200.0,0.9799359443067368,0.9892075403680208,0.0221492901828103,0.707207264586856
2022-11-07,MU,0.0071225419387106,0.050112189846623,0.0236967648667381,0.0392301307034832,55.64512634277344,55.90091911327107,54.56291692176125,55.51722808102792,11411300.0,55.25159454345703,18882700.0,1.0288352919885744,0.996775726879274,0.0276071969454043,1.0534775409279988
2022-11-08,MU,0.0164425452847309,0.0071225419387106,0.0581853996890666,0.0454714826801703,56.56007385253906,56.93392447159605,55.56640897606343,56.45185255381471,14190100.0,55.64512634277344,11411300.0,1.0355561262013169,1.005199761031123,0.0273604940188198,0.6507382271712991
2022-11-09,MU,-0.0264394056094321,0.0164425452847309,0.0749811566879039,0.0479401563320973,55.064659118652344,55.73366008682159,54.612096991013615,55.31061524656772,19952500.0,56.56007385253906,14190100.0,1.0494705175611194,1.0118291336229277,0.0274866064201217,0.8238734669326577
2022-11-10,MU,0.0768270168002898,-0.0264394056094321,-0.0033833489576062,0.0471468419224934,59.29511260986328,59.403333922762066,57.120861015600674,57.65212347884153,24982500.0,55.064659118652344,19952500.0,1.0207542095847824,1.0200612926171284,0.0277250904981914,1.1828778687863712
2022-11-11,MU,0.037331915924605,0.0768270168002898,0.0655939973000683,0.1269633223159048,61.50871276855469,62.158036836765255,58.91141649571244,59.668961867456915,17579400.0,59.29511260986328,24982500.0,1.0832524841459457,1.029691933322636,0.0398601707532286,1.502035481285657
2022-11-14,MU,-0.0118362281647269,0.037331915924605,0.0874935016689952,0.1132477402109408,60.78068161010742,61.73499265772644,60.00346304087443,60.938093393457606,13988200.0,61.50871276855469,17579400.0,1.1068228846700567,1.0367524610326768,0.038207785356558,1.0671476076987798
2022-11-15,MU,0.021366207395572,-0.0118362281647269,0.1038056456344949,0.0922911961004278,62.0793342590332,63.39766320047752,61.41033319307336,62.47286562241896,16325000.0,60.78068161010742,13988200.0,1.079051188581654,1.0410800619552203,0.0409290419991215,0.8592877989388672
2022-11-16,MU,-0.0670364652223138,0.021366207395572,0.0469553311668184,0.0975822701519752,57.917755126953125,60.38715705886974,57.17988665178167,59.550903868546214,25901900.0,62.0793342590332,16325000.0,1.0864699340401995,1.0456282689325975,0.0409274432524553,0.97530462960529
2022-11-17,MU,-0.0022082236257996,-0.0670364652223138,-0.0583812842111268,0.0518135598034481,57.78985977172851,58.03581592648001,55.595927568711254,56.37314991844432,14212300.0,57.917755126953125,25901900.0,1.004264747419425,1.0458546435217435,0.0541863942747569,1.4718427028095928
2022-11-18,MU,-0.0027238285157727,-0.0022082236257996,-0.0492067834573536,-0.0253857826030063,57.632450103759766,58.694978779832326,57.160210966623936,58.59659781550841,9703700.0,57.78985977172851,14212300.0,0.99313565740756,1.0313799614244774,0.0399651382226629,0.8010273584634486
2022-11-21,MU,-0.0242403346412275,-0.0027238285157727,-0.07163227841198,-0.0630197331454577,56.23542022705078,57.081510077431176,55.900919675807216,57.081510077431176,9968400.0,57.632450103759766,9703700.0,0.9863946235568284,1.0139085419509728,0.0328750668047503,0.5767535687135988
2022-11-22,MU,0.0255422378494643,-0.0242403346412275,-0.0290469631672488,-0.0747813493144636,57.67179870605469,57.730829534877245,56.058326914836144,56.61910665317447,8955700.0,56.23542022705078,9968400.0,0.9615126680908208,0.9973422533902015,0.0332791508095783,0.597611568067912
2022-11-23,MU,0.0052883535441381,0.0255422378494643,-0.0020429373966326,-0.0709984345931862,57.97678756713867,58.10468582389392,56.815874167035965,57.29794990219451,8996800.0,57.67179870605469,8955700.0,0.984201058321476,0.9804066708245548,0.034450794002098,0.5542936294946574
2022-11-25,MU,-0.0088239665746101,0.0052883535441381,0.0059747149871118,0.001019245999023,57.46520233154297,58.17355733813002,57.44552538658294,57.72099511003634,4360500.0,57.97678756713867,8996800.0,0.9845131189121122,0.9757589183107692,0.0178865311473726,0.5973419451989491
2022-11-28,MU,-0.0455402153907307,-0.0088239665746101,0.0218684611856181,-0.0056178963137814,54.84822463989258,56.82571054958334,54.572754936829426,56.39282905148507,15512600.0,57.46520233154297,4360500.0,0.9788675410193604,0.9776943938321386,0.0183598244252478,0.3354439776632236
2022-11-29,MU,-0.0113004240536653,-0.0455402153907307,-0.0489593549969454,-0.0483100312212052,54.228416442871094,55.60577252482304,53.88407929887981,54.808873166308835,12874200.0,54.84822463989258,15512600.0,0.9450113634955016,0.979319953819093,0.0272179648347294,1.2126314538741811
2022-11-30,MU,0.0458997524841278,-0.0113004240536653,-0.0646529633937869,-0.0356893178014212,56.71748733520508,56.74700087102135,51.759010656457306,52.71332167977387,31461400.0,54.228416442871094,12874200.0,0.945000703948264,0.9835070695198485,0.0260632119582299,1.0152265850544628
2022-12-01,MU,-0.0374674749358511,0.0458997524841278,-0.0130116133938584,-0.0165472794721316,54.59242630004883,56.983116519964696,54.20873157043977,56.894575912738965,21764200.0,56.71748733520508,31461400.0,0.997698210897693,0.9894259610833284,0.0330617352034503,2.2164109970235475
